APVA Sequence Evolution Study v0.1
==================================
Input: Evidence\6E\6E_JUN26_5_Minute_CME_FX_Futures_ETH_20251130_OPEN_apva_bar_evidence_v01.csv
Total rows: 35151
SequenceStage logic reuses the crude proxy from APVA_PostBreakoutOOE_10.py.
This is not true PVA OOE.
Same-bar IB/SYM and lateral breakouts create parallel source-specific segments.
Transition-rate lookahead: next 5 bars of the same segment.
Ranked-condition minimum Count: 30

Diagnostics
===========
Total segments:         3181
IBSYM segments:         1191
Lateral segments:       1990
Up segments:            1561
Down segments:          1620
Average segment length: 10.18
Median segment length:  9.00
Max segment length:     20
Zero-length segments:   119

Segment Ledger
==============
SegmentId Type     Direction   StartBar     EndBar   Length  MaxStage  ToStage1  ToStage2  ToStage3  ToStage4
     2715 Lateral  Up             30481      30497       17         3         4         5         6        NA
     2716 IBSYM    Up             30499      30510       12         2         1         8        NA        NA
     2717 Lateral  Up             30499      30510       12         2         1         8        NA        NA
     2718 Lateral  Down           30512      30522       11         2         4        11        NA        NA
     2719 IBSYM    Up             30524      30536       13         4         2         4         6         7
     2720 IBSYM    Up             30538      30552       15         2        10        14        NA        NA
     2721 Lateral  Up             30538      30552       15         2        10        14        NA        NA
     2722 Lateral  Down           30554      30573       20         4         3         9        11        18
     2723 Lateral  Down           30580      30589       10         1         4        NA        NA        NA
     2724 Lateral  Down           30591      30606       16         4         2         6         7         8
     2725 IBSYM    Down           30608      30620       13         2         2         7        NA        NA
     2726 Lateral  Down           30608      30620       13         2         2         7        NA        NA
     2727 IBSYM    Down           30622      30641       20         4         3         5        10        14
     2728 Lateral  Down           30622      30641       20         4         3         5        10        14
     2729 Lateral  Up             30649      30668       20         4         3         8         9        13
     2730 IBSYM    Up             30688      30690        3         1         3        NA        NA        NA
     2731 Lateral  Up             30692      30699        8         2         3         4        NA        NA
     2732 Lateral  Up             30701      30719       19         4         1         2         3         5
     2733 Lateral  Up             30721      30722        2         0        NA        NA        NA        NA
     2734 IBSYM    Down           30724      30740       17         4         3         4         6         9
     2735 Lateral  Down           30724      30740       17         4         3         4         6         9
     2736 Lateral  Down           30742      30752       11         4         1         3         4        11
     2737 IBSYM    Down           30754      30754        1         0        NA        NA        NA        NA
     2738 Lateral  Down           30756      30762        7         3         2         4         6        NA
     2739 IBSYM    Up             30764      30776       13         3         3         8        13        NA
     2740 Lateral  Up             30764      30776       13         3         3         8        13        NA
     2741 Lateral  Up             30778      30790       13         3         4         8        12        NA
     2742 IBSYM    Down           30792      30793        2         1         1        NA        NA        NA
     2743 IBSYM    Down           30795      30794        0         0        NA        NA        NA        NA
     2744 Lateral  Down           30796      30810       15         4         3         7         9        11
     2745 IBSYM    Down           30812      30815        4         1         2        NA        NA        NA
     2746 Lateral  Down           30812      30815        4         1         2        NA        NA        NA
     2747 IBSYM    Up             30817      30819        3         3         1         2         3        NA
     2748 IBSYM    Up             30821      30838       18         4         1         4        11        14
     2749 Lateral  Up             30840      30842        3         0        NA        NA        NA        NA
     2750 IBSYM    Down           30844      30849        6         1         3        NA        NA        NA
     2751 Lateral  Down           30844      30849        6         1         3        NA        NA        NA
     2752 IBSYM    Down           30851      30854        4         1         3        NA        NA        NA
     2753 Lateral  Down           30856      30865       10         3         1         2         6        NA
     2754 Lateral  Up             30867      30878       12         4         2         4         8         9
     2755 IBSYM    Up             30880      30899       20         4         1        14        15        16
     2756 IBSYM    Up             30902      30912       11         3         4         5        11        NA
     2757 Lateral  Up             30902      30912       11         3         4         5        11        NA
     2758 IBSYM    Down           30914      30923       10         2         4         7        NA        NA
     2759 Lateral  Up             30925      30935       11         1         1        NA        NA        NA
     2760 IBSYM    Up             30937      30943        7         1         2        NA        NA        NA
     2761 Lateral  Up             30945      30964       20         4         4         8        10        14
     2762 Lateral  Down           30982      31001       20         4         1         2        13        16
     2763 IBSYM    Down           31024      31026        3         1         1        NA        NA        NA
     2764 IBSYM    Down           31028      31047       20         3        12        13        17        NA
     2765 Lateral  Down           31028      31047       20         3        12        13        17        NA
     2766 IBSYM    Down           31051      31059        9         2         5         8        NA        NA
     2767 Lateral  Down           31051      31059        9         2         5         8        NA        NA
     2768 IBSYM    Up             31061      31065        5         1         4        NA        NA        NA
     2769 Lateral  Up             31061      31065        5         1         4        NA        NA        NA
     2770 Lateral  Up             31067      31075        9         2         1         3        NA        NA
     2771 Lateral  Down           31077      31087       11         4         1         6         9        11
     2772 IBSYM    Up             31089      31105       17         4         3         5        10        12
     2773 Lateral  Up             31107      31126       20         4         2         3        13        14
     2774 IBSYM    Up             31129      31129        1         1         1        NA        NA        NA
     2775 Lateral  Up             31131      31131        1         0        NA        NA        NA        NA
     2776 IBSYM    Down           31133      31139        7         1         1        NA        NA        NA
     2777 IBSYM    Down           31141      31145        5         1         5        NA        NA        NA
     2778 Lateral  Down           31147      31154        8         2         2         8        NA        NA
     2779 IBSYM    Down           31156      31166       11         3         3         5         9        NA
     2780 Lateral  Down           31156      31166       11         3         3         5         9        NA
     2781 IBSYM    Down           31168      31171        4         1         2        NA        NA        NA
     2782 Lateral  Down           31168      31171        4         1         2        NA        NA        NA
     2783 IBSYM    Up             31173      31187       15         4         1         3         7         8
     2784 Lateral  Up             31173      31187       15         4         1         3         7         8
     2785 Lateral  Up             31189      31208       20         4         3         4         5         8
     2786 Lateral  Down           31215      31234       20         4         2         7         8        11
     2787 Lateral  Down           31243      31247        5         1         1        NA        NA        NA
     2788 Lateral  Up             31249      31255        7         1         3        NA        NA        NA
     2789 Lateral  Up             31257      31276       20         4         1         6        10        15
     2790 IBSYM    Up             31285      31295       11         3         2         4         7        NA
     2791 Lateral  Up             31285      31295       11         3         2         4         7        NA
     2792 IBSYM    Down           31297      31302        6         3         1         3         5        NA
     2793 Lateral  Down           31297      31302        6         3         1         3         5        NA
     2794 IBSYM    Down           31304      31306        3         2         1         3        NA        NA
     2795 IBSYM    Up             31308      31316        9         4         1         2         4         8
     2796 IBSYM    Up             31318      31323        6         2         4         6        NA        NA
     2797 Lateral  Up             31318      31323        6         2         4         6        NA        NA
     2798 IBSYM    Down           31325      31334       10         2         6        10        NA        NA
     2799 Lateral  Down           31325      31334       10         2         6        10        NA        NA
     2800 Lateral  Up             31336      31341        6         1         2        NA        NA        NA
     2801 Lateral  Up             31343      31349        7         1         1        NA        NA        NA
     2802 IBSYM    Down           31351      31361       11         4         3         4         5         9
     2803 Lateral  Down           31351      31361       11         4         3         4         5         9
     2804 IBSYM    Down           31363      31368        6         2         2         3        NA        NA
     2805 Lateral  Down           31370      31389       20         4         1         5        10        11
     2806 Lateral  Up             31411      31416        6         0        NA        NA        NA        NA
     2807 Lateral  Down           31418      31422        5         1         4        NA        NA        NA
     2808 IBSYM    Down           31424      31425        2         0        NA        NA        NA        NA
     2809 Lateral  Down           31427      31429        3         0        NA        NA        NA        NA
     2810 IBSYM    Up             31431      31436        6         4         1         3         4         6
     2811 Lateral  Up             31431      31436        6         4         1         3         4         6
     2812 Lateral  Down           31438      31444        7         2         1         2        NA        NA
     2813 IBSYM    Up             31446      31457       12         4         1         3         5         9
     2814 Lateral  Up             31446      31457       12         4         1         3         5         9
     2815 Lateral  Down           31459      31478       20         4         1         3         5         6
     2816 Lateral  Up             31492      31505       14         4         2         4         5         7
     2817 Lateral  Down           31507      31514        8         4         1         3         5         7
     2818 Lateral  Up             31516      31535       20         3         4         5        19        NA
     2819 IBSYM    Up             31591      31590        0         0        NA        NA        NA        NA
     2820 Lateral  Up             31592      31611       20         2         3        17        NA        NA
     2821 IBSYM    Down           31623      31622        0         0        NA        NA        NA        NA
     2822 Lateral  Down           31624      31625        2         0        NA        NA        NA        NA
     2823 IBSYM    Up             31627      31640       14         4         2         3         4         5
     2824 IBSYM    Up             31642      31661       20         4         4         7        12        14
     2825 Lateral  Up             31642      31661       20         4         4         7        12        14
     2826 IBSYM    Down           31685      31693        9         2         2         9        NA        NA
     2827 Lateral  Down           31685      31693        9         2         2         9        NA        NA
     2828 IBSYM    Up             31695      31704       10         2         2         8        NA        NA
     2829 Lateral  Up             31695      31704       10         2         2         8        NA        NA
     2830 IBSYM    Down           31706      31719       14         4         1         2         4        10
     2831 Lateral  Down           31706      31719       14         4         1         2         4        10
     2832 IBSYM    Down           31721      31724        4         2         2         3        NA        NA
     2833 Lateral  Down           31721      31724        4         2         2         3        NA        NA
     2834 Lateral  Down           31726      31742       17         4         1         2         7         8
     2835 Lateral  Down           31744      31754       11         4         3         8        10        11
     2836 IBSYM    Down           31756      31761        6         3         1         4         5        NA
     2837 Lateral  Down           31756      31761        6         3         1         4         5        NA
     2838 IBSYM    Down           31763      31768        6         2         1         4        NA        NA
     2839 Lateral  Down           31763      31768        6         2         1         4        NA        NA
     2840 IBSYM    Up             31770      31769        0         0        NA        NA        NA        NA
     2841 Lateral  Up             31771      31779        9         4         1         4         5         9
     2842 IBSYM    Up             31781      31789        9         1         1        NA        NA        NA
     2843 Lateral  Up             31781      31789        9         1         1        NA        NA        NA
     2844 IBSYM    Up             31791      31810       20         4         1         3        15        17
     2845 Lateral  Up             31791      31810       20         4         1         3        15        17
     2846 Lateral  Up             31819      31822        4         2         2         4        NA        NA
     2847 Lateral  Down           31824      31828        5         1         3        NA        NA        NA
     2848 Lateral  Down           31830      31837        8         3         2         3         4        NA
     2849 Lateral  Up             31839      31858       20         4         1         4         8        10
     2850 IBSYM    Down           31863      31862        0         0        NA        NA        NA        NA
     2851 Lateral  Down           31864      31883       20         4         1         5         6         7
     2852 IBSYM    Up             31886      31892        7         2         2         4        NA        NA
     2853 Lateral  Up             31886      31892        7         2         2         4        NA        NA
     2854 Lateral  Up             31894      31908       15         2         3        10        NA        NA
     2855 IBSYM    Up             31910      31916        7         2         1         4        NA        NA
     2856 Lateral  Up             31910      31916        7         2         1         4        NA        NA
     2857 Lateral  Down           31918      31920        3         0        NA        NA        NA        NA
     2858 IBSYM    Down           31922      31921        0         0        NA        NA        NA        NA
     2859 Lateral  Down           31923      31927        5         1         1        NA        NA        NA
     2860 IBSYM    Down           31929      31945       17         4         3         8        13        14
     2861 Lateral  Down           31929      31945       17         4         3         8        13        14
     2862 IBSYM    Up             31947      31950        4         2         1         4        NA        NA
     2863 Lateral  Down           31952      31954        3         1         2        NA        NA        NA
     2864 IBSYM    Down           31956      31961        6         1         5        NA        NA        NA
     2865 Lateral  Down           31956      31961        6         1         5        NA        NA        NA
     2866 IBSYM    Down           31963      31963        1         0        NA        NA        NA        NA
     2867 IBSYM    Down           31965      31974       10         2         1         5        NA        NA
     2868 Lateral  Down           31965      31974       10         2         1         5        NA        NA
     2869 IBSYM    Down           31976      31984        9         1         6        NA        NA        NA
     2870 Lateral  Down           31976      31984        9         1         6        NA        NA        NA
     2871 Lateral  Up             31986      31994        9         1         5        NA        NA        NA
     2872 IBSYM    Down           31996      32001        6         2         3         5        NA        NA
     2873 Lateral  Down           31996      32001        6         2         3         5        NA        NA
     2874 IBSYM    Down           32003      32007        5         0        NA        NA        NA        NA
     2875 Lateral  Down           32003      32007        5         0        NA        NA        NA        NA
     2876 IBSYM    Up             32009      32008        0         0        NA        NA        NA        NA
     2877 Lateral  Up             32010      32027       18         3         1         2        15        NA
     2878 Lateral  Up             32029      32041       13         4         1         2         3         5
     2879 Lateral  Down           32043      32055       13         3         1         8        10        NA
     2880 IBSYM    Down           32057      32065        9         2         4         5        NA        NA
     2881 Lateral  Down           32057      32065        9         2         4         5        NA        NA
     2882 Lateral  Down           32067      32077       11         2         1         4        NA        NA
     2883 Lateral  Down           32079      32098       20         3         1        14        19        NA
     2884 Lateral  Down           32107      32122       16         4         1         7         8        14
     2885 IBSYM    Up             32124      32143       20         4         4        10        11        13
     2886 Lateral  Up             32124      32143       20         4         4        10        11        13
     2887 Lateral  Down           32152      32171       20         3         3         4        18        NA
     2888 Lateral  Down           32173      32179        7         2         3         6        NA        NA
     2889 Lateral  Up             32181      32187        7         1         3        NA        NA        NA
     2890 IBSYM    Up             32189      32192        4         0        NA        NA        NA        NA
     2891 Lateral  Down           32194      32210       17         4         1         2         4         5
     2892 Lateral  Down           32212      32219        8         2         1         4        NA        NA
     2893 IBSYM    Down           32221      32220        0         0        NA        NA        NA        NA
     2894 Lateral  Down           32222      32235       14         3         3         7         8        NA
     2895 Lateral  Up             32237      32256       20         4         2         5         6         8
     2896 IBSYM    Down           32259      32259        1         1         1        NA        NA        NA
     2897 Lateral  Down           32261      32280       20         2         2         6        NA        NA
     2898 Lateral  Down           32287      32306       20         2         7        12        NA        NA
     2899 Lateral  Up             32309      32318       10         3         3         4         9        NA
     2900 IBSYM    Down           32320      32322        3         2         1         3        NA        NA
     2901 Lateral  Up             32324      32340       17         3         1        13        16        NA
     2902 IBSYM    Down           32342      32354       13         4         1         4        12        13
     2903 Lateral  Down           32342      32354       13         4         1         4        12        13
     2904 IBSYM    Down           32356      32375       20         4         1         2         3         4
     2905 Lateral  Down           32356      32375       20         4         1         2         3         4
     2906 IBSYM    Up             32401      32400        0         0        NA        NA        NA        NA
     2907 Lateral  Up             32402      32421       20         4         1         5        12        16
     2908 IBSYM    Down           32427      32433        7         1         5        NA        NA        NA
     2909 Lateral  Down           32427      32433        7         1         5        NA        NA        NA
     2910 IBSYM    Down           32435      32439        5         2         3         4        NA        NA
     2911 Lateral  Down           32441      32449        9         3         2         3         6        NA
     2912 Lateral  Up             32451      32454        4         2         1         4        NA        NA
     2913 IBSYM    Up             32456      32467       12         3         1         4         6        NA
     2914 IBSYM    Down           32469      32472        4         1         1        NA        NA        NA
     2915 IBSYM    Down           32474      32479        6         1         1        NA        NA        NA
     2916 Lateral  Down           32474      32479        6         1         1        NA        NA        NA
     2917 Lateral  Up             32481      32485        5         1         5        NA        NA        NA
     2918 Lateral  Down           32487      32497       11         3         1         3         5        NA
     2919 Lateral  Up             32499      32518       20         3         3         6        14        NA
     2920 IBSYM    Up             32525      32537       13         3         3         7        11        NA
     2921 Lateral  Up             32525      32537       13         3         3         7        11        NA
     2922 IBSYM    Down           32539      32550       12         4         4         5         7         8
     2923 Lateral  Down           32539      32550       12         4         4         5         7         8
     2924 Lateral  Up             32552      32564       13         2         2        13        NA        NA
     2925 Lateral  Down           32566      32585       20         4         1         4         6         8
     2926 Lateral  Down           32599      32604        6         3         1         4         5        NA
     2927 IBSYM    Up             32606      32617       12         4         2         4         5         9
     2928 Lateral  Up             32606      32617       12         4         2         4         5         9
     2929 Lateral  Up             32619      32629       11         2         1         3        NA        NA
     2930 Lateral  Up             32631      32644       14         4         2         6         9        11
     2931 Lateral  Up             32646      32659       14         4         1         2         5         8
     2932 Lateral  Down           32661      32680       20         4         1         2         5         9
     2933 IBSYM    Down           32691      32694        4         1         3        NA        NA        NA
     2934 Lateral  Down           32696      32698        3         1         1        NA        NA        NA
     2935 IBSYM    Down           32700      32699        0         0        NA        NA        NA        NA
     2936 Lateral  Down           32701      32720       20         3         1         4        13        NA
     2937 Lateral  Up             32723      32726        4         2         1         3        NA        NA
     2938 IBSYM    Down           32728      32731        4         1         2        NA        NA        NA
     2939 Lateral  Down           32728      32731        4         1         2        NA        NA        NA
     2940 Lateral  Up             32733      32739        7         1         4        NA        NA        NA
     2941 IBSYM    Down           32741      32741        1         0        NA        NA        NA        NA
     2942 Lateral  Down           32743      32745        3         1         3        NA        NA        NA
     2943 IBSYM    Down           32747      32748        2         1         1        NA        NA        NA
     2944 IBSYM    Up             32750      32754        5         3         2         4         5        NA
     2945 Lateral  Down           32756      32761        6         2         1         4        NA        NA
     2946 Lateral  Down           32763      32778       16         4         1         9        11        12
     2947 Lateral  Down           32780      32791       12         4         1         4         5         6
     2948 IBSYM    Down           32793      32800        8         1         4        NA        NA        NA
     2949 IBSYM    Down           32802      32803        2         1         1        NA        NA        NA
     2950 Lateral  Down           32805      32810        6         1         4        NA        NA        NA
     2951 Lateral  Down           32812      32816        5         4         1         3         4         5
     2952 IBSYM    Up             32818      32825        8         1         4        NA        NA        NA
     2953 Lateral  Up             32818      32825        8         1         4        NA        NA        NA
     2954 Lateral  Up             32827      32839       13         3         4         7        13        NA
     2955 Lateral  Down           32841      32857       17         4         1         2         5        10
     2956 Lateral  Up             32859      32873       15         4         3         4         5        10
     2957 Lateral  Up             32875      32886       12         2         3         8        NA        NA
     2958 Lateral  Up             32888      32898       11         4         4         5         6         7
     2959 Lateral  Down           32900      32919       20         3         7         8        20        NA
     2960 Lateral  Down           32938      32941        4         2         3         4        NA        NA
     2961 Lateral  Up             32943      32947        5         2         1         4        NA        NA
     2962 IBSYM    Down           32949      32952        4         0        NA        NA        NA        NA
     2963 Lateral  Up             32954      32959        6         2         1         6        NA        NA
     2964 IBSYM    Up             32961      32965        5         1         2        NA        NA        NA
     2965 Lateral  Up             32961      32965        5         1         2        NA        NA        NA
     2966 Lateral  Down           32967      32971        5         1         3        NA        NA        NA
     2967 Lateral  Up             32973      32990       18         4         1         2         6         8
     2968 Lateral  Up             32992      32995        4         4         1         2         3         4
     2969 IBSYM    Down           32997      33001        5         0        NA        NA        NA        NA
     2970 IBSYM    Up             33003      33012       10         2         3         5        NA        NA
     2971 IBSYM    Up             33014      33018        5         3         1         3         4        NA
     2972 IBSYM    Up             33020      33020        1         0        NA        NA        NA        NA
     2973 Lateral  Up             33022      33022        1         0        NA        NA        NA        NA
     2974 IBSYM    Up             33024      33035       12         4         1         4         5        11
     2975 Lateral  Up             33024      33035       12         4         1         4         5        11
     2976 IBSYM    Up             33037      33053       17         4         1         3        10        11
     2977 Lateral  Up             33037      33053       17         4         1         3        10        11
     2978 Lateral  Up             33055      33057        3         1         2        NA        NA        NA
     2979 IBSYM    Up             33059      33062        4         2         2         4        NA        NA
     2980 Lateral  Down           33064      33070        7         2         5         6        NA        NA
     2981 Lateral  Up             33072      33085       14         4         1         8        10        13
     2982 Lateral  Down           33087      33090        4         1         1        NA        NA        NA
     2983 IBSYM    Down           33092      33096        5         1         3        NA        NA        NA
     2984 Lateral  Down           33098      33117       20         4         2         5         6        13
     2985 IBSYM    Down           33150      33158        9         3         2         4         7        NA
     2986 Lateral  Down           33150      33158        9         3         2         4         7        NA
     2987 Lateral  Up             33160      33179       20         4         2         5         6         7
     2988 Lateral  Down           33188      33190        3         1         1        NA        NA        NA
     2989 IBSYM    Down           33192      33211       20         4         2         3         4         5
     2990 Lateral  Down           33192      33211       20         4         2         3         4         5
     2991 IBSYM    Down           33271      33277        7         3         1         4         7        NA
     2992 IBSYM    Down           33279      33288       10         2         2         8        NA        NA
     2993 IBSYM    Down           33290      33295        6         1         2        NA        NA        NA
     2994 IBSYM    Down           33297      33302        6         1         3        NA        NA        NA
     2995 IBSYM    Down           33304      33310        7         2         3         5        NA        NA
     2996 IBSYM    Down           33312      33331       20         4         4         6        16        17
     2997 IBSYM    Up             33345      33364       20         4         1         2        13        16
     2998 IBSYM    Up             33367      33386       20         3         2         9        20        NA
     2999 Lateral  Down           33396      33403        8         2         2         3        NA        NA
     3000 Lateral  Up             33405      33424       20         4         1         6         7         9
     3001 IBSYM    Down           33430      33439       10         2         1         9        NA        NA
     3002 Lateral  Down           33430      33439       10         2         1         9        NA        NA
     3003 Lateral  Up             33441      33443        3         1         3        NA        NA        NA
     3004 Lateral  Up             33445      33464       20         4         8        10        19        20
     3005 IBSYM    Up             33505      33513        9         3         1         5         8        NA
     3006 Lateral  Up             33515      33519        5         1         1        NA        NA        NA
     3007 Lateral  Up             33521      33532       12         3         1         4        10        NA
     3008 IBSYM    Down           33534      33542        9         3         1         2         3        NA
     3009 IBSYM    Up             33544      33563       20         4         2         3         6        10
     3010 IBSYM    Up             33569      33574        6         1         4        NA        NA        NA
     3011 IBSYM    Down           33576      33580        5         1         1        NA        NA        NA
     3012 IBSYM    Up             33582      33583        2         1         2        NA        NA        NA
     3013 Lateral  Down           33585      33589        5         2         2         5        NA        NA
     3014 IBSYM    Down           33591      33599        9         4         1         2         8         9
     3015 Lateral  Down           33591      33599        9         4         1         2         8         9
     3016 IBSYM    Down           33601      33606        6         1         6        NA        NA        NA
     3017 Lateral  Down           33601      33606        6         1         6        NA        NA        NA
     3018 IBSYM    Down           33608      33613        6         2         2         5        NA        NA
     3019 Lateral  Down           33608      33613        6         2         2         5        NA        NA
     3020 IBSYM    Up             33615      33614        0         0        NA        NA        NA        NA
     3021 Lateral  Up             33616      33617        2         1         2        NA        NA        NA
     3022 Lateral  Down           33619      33627        9         2         2         5        NA        NA
     3023 IBSYM    Up             33629      33641       13         2         1         2        NA        NA
     3024 Lateral  Up             33629      33641       13         2         1         2        NA        NA
     3025 Lateral  Up             33643      33654       12         2         1         4        NA        NA
     3026 IBSYM    Down           33656      33662        7         2         3         6        NA        NA
     3027 Lateral  Down           33656      33662        7         2         3         6        NA        NA
     3028 Lateral  Down           33664      33668        5         1         2        NA        NA        NA
     3029 Lateral  Down           33670      33678        9         4         1         3         7         9
     3030 IBSYM    Up             33680      33679        0         0        NA        NA        NA        NA
     3031 Lateral  Up             33681      33700       20         3         3         4        11        NA
     3032 Lateral  Up             33742      33761       20         4         4         5         6         9
     3033 Lateral  Up             33779      33798       20         4         2         4         5         9
     3034 IBSYM    Down           33806      33806        1         0        NA        NA        NA        NA
     3035 IBSYM    Up             33808      33809        2         0        NA        NA        NA        NA
     3036 IBSYM    Up             33811      33811        1         0        NA        NA        NA        NA
     3037 Lateral  Down           33813      33817        5         1         2        NA        NA        NA
     3038 IBSYM    Down           33819      33828       10         2         1         9        NA        NA
     3039 Lateral  Down           33819      33828       10         2         1         9        NA        NA
     3040 IBSYM    Down           33830      33832        3         1         1        NA        NA        NA
     3041 Lateral  Down           33830      33832        3         1         1        NA        NA        NA
     3042 IBSYM    Down           33834      33840        7         2         4         7        NA        NA
     3043 Lateral  Down           33834      33840        7         2         4         7        NA        NA
     3044 Lateral  Up             33842      33853       12         4         1         2         5         6
     3045 IBSYM    Down           33855      33857        3         1         2        NA        NA        NA
     3046 Lateral  Down           33855      33857        3         1         2        NA        NA        NA
     3047 IBSYM    Down           33859      33868       10         3         1         5         6        NA
     3048 Lateral  Down           33859      33868       10         3         1         5         6        NA
     3049 Lateral  Up             33870      33889       20         4         1         2         4         5
     3050 IBSYM    Down           33895      33913       19         4         1         3         4         5
     3051 IBSYM    Up             33915      33926       12         4         2         8        10        12
     3052 IBSYM    Up             33928      33933        6         0        NA        NA        NA        NA
     3053 IBSYM    Up             33935      33946       12         4         2         3         6         8
     3054 Lateral  Down           33948      33952        5         0        NA        NA        NA        NA
     3055 IBSYM    Down           33954      33954        1         0        NA        NA        NA        NA
     3056 Lateral  Up             33956      33969       14         4         2         4         5         6
     3057 Lateral  Down           33971      33982       12         4         3         6        10        12
     3058 IBSYM    Up             33984      34003       20         4         4         7        10        12
     3059 IBSYM    Down           34019      34031       13         2         1        10        NA        NA
     3060 Lateral  Down           34019      34031       13         2         1        10        NA        NA
     3061 IBSYM    Up             34033      34052       20         3         2         7        13        NA
     3062 Lateral  Up             34033      34052       20         3         2         7        13        NA
     3063 Lateral  Down           34055      34058        4         2         1         2        NA        NA
     3064 IBSYM    Down           34060      34073       14         4         3         6         7        10
     3065 Lateral  Up             34075      34075        1         0        NA        NA        NA        NA
     3066 IBSYM    Up             34077      34079        3         1         3        NA        NA        NA
     3067 IBSYM    Down           34081      34100       20         4         2         6        13        20
     3068 Lateral  Down           34107      34119       13         3         1         6        11        NA
     3069 IBSYM    Down           34121      34122        2         0        NA        NA        NA        NA
     3070 Lateral  Down           34121      34122        2         0        NA        NA        NA        NA
     3071 IBSYM    Up             34124      34124        1         0        NA        NA        NA        NA
     3072 Lateral  Up             34126      34126        1         1         1        NA        NA        NA
     3073 IBSYM    Up             34128      34134        7         4         1         4         6         7
     3074 Lateral  Up             34128      34134        7         4         1         4         6         7
     3075 IBSYM    Up             34136      34150       15         3         3         6         8        NA
     3076 Lateral  Up             34136      34150       15         3         3         6         8        NA
     3077 IBSYM    Down           34152      34158        7         2         3         4        NA        NA
     3078 Lateral  Down           34152      34158        7         2         3         4        NA        NA
     3079 Lateral  Down           34160      34162        3         0        NA        NA        NA        NA
     3080 Lateral  Up             34164      34169        6         2         1         6        NA        NA
     3081 Lateral  Up             34171      34176        6         1         4        NA        NA        NA
     3082 Lateral  Up             34178      34191       14         4         1         5         8         9
     3083 IBSYM    Down           34193      34200        8         3         3         5         6        NA
     3084 Lateral  Up             34202      34214       13         2         1        11        NA        NA
     3085 IBSYM    Down           34216      34217        2         0        NA        NA        NA        NA
     3086 Lateral  Down           34216      34217        2         0        NA        NA        NA        NA
     3087 Lateral  Up             34219      34236       18         4         2         4         6        12
     3088 IBSYM    Up             34238      34237        0         0        NA        NA        NA        NA
     3089 Lateral  Up             34239      34258       20         3         2         5        19        NA
     3090 IBSYM    Down           34269      34288       20         4         1         5         9        11
     3091 Lateral  Up             34323      34331        9         3         2         4         7        NA
     3092 IBSYM    Down           34333      34339        7         1         1        NA        NA        NA
     3093 IBSYM    Up             34341      34348        8         1         3        NA        NA        NA
     3094 IBSYM    Up             34350      34351        2         0        NA        NA        NA        NA
     3095 Lateral  Up             34353      34354        2         0        NA        NA        NA        NA
     3096 IBSYM    Up             34356      34367       12         2         1         6        NA        NA
     3097 Lateral  Up             34356      34367       12         2         1         6        NA        NA
     3098 IBSYM    Up             34369      34378       10         2         3         6        NA        NA
     3099 Lateral  Up             34369      34378       10         2         3         6        NA        NA
     3100 Lateral  Down           34380      34387        8         2         2         8        NA        NA
     3101 Lateral  Up             34389      34398       10         2         6         7        NA        NA
     3102 Lateral  Up             34400      34406        7         2         1         5        NA        NA
     3103 Lateral  Down           34408      34413        6         3         2         4         6        NA
     3104 Lateral  Up             34415      34428       14         4         2         8        11        14
     3105 Lateral  Up             34430      34442       13         4         5         6         9        10
     3106 IBSYM    Up             34444      34463       20         4         1         6         7        10
     3107 Lateral  Up             34444      34463       20         4         1         6         7        10
     3108 Lateral  Down           34470      34481       12         1         4        NA        NA        NA
     3109 IBSYM    Up             34483      34486        4         1         3        NA        NA        NA
     3110 Lateral  Up             34483      34486        4         1         3        NA        NA        NA
     3111 IBSYM    Down           34488      34507       20         4         1         3         5        15
     3112 Lateral  Down           34488      34507       20         4         1         3         5        15
     3113 Lateral  Up             34512      34524       13         4         1         8        10        12
     3114 Lateral  Down           34526      34529        4         2         2         4        NA        NA
     3115 IBSYM    Down           34531      34531        1         0        NA        NA        NA        NA
     3116 Lateral  Down           34533      34541        9         1         4        NA        NA        NA
     3117 Lateral  Down           34543      34558       16         4         1         2         4         5
     3118 Lateral  Up             34560      34568        9         2         3         9        NA        NA
     3119 IBSYM    Down           34570      34589       20         4         1         6         7        11
     3120 Lateral  Down           34570      34589       20         4         1         6         7        11
     3121 IBSYM    Down           34612      34620        9         2         2         7        NA        NA
     3122 IBSYM    Down           34622      34627        6         1         3        NA        NA        NA
     3123 IBSYM    Up             34629      34631        3         1         1        NA        NA        NA
     3124 Lateral  Down           34633      34637        5         3         1         2         4        NA
