APVA Interpretation Arbitration Study v0.1
Research only. No optimization, fitting, machine learning, trading rules, or future leakage.

Diagnostics
Instrument: 6E
Input path(s): .\Evidence\6E\6E_JUN26_5_Minute_CME_FX_Futures_ETH_20251130_20260531_apva_bar_evidence_v01.csv
Total rows: 35260
State counts: RecoveryResolution=1696, ExhaustionPersistence=1884, CompressionProcessing=6489, NeutralProcessing=16992, ReassertionProcessing=2011, DecayToNeutral=1486, DestructiveRotation=948, ConstructiveEmergence=83, MixedStructure=3671
Age counts: 1=18224, 2=6199, 3=3147, 4=2008, 5=1539, 6-10=3165, 11-20=896, 21+=82
Validated context counts: B=310, C=255, D=233
Candidate interpretation counts: ValidatedContext=798, PreviousDistinctContext=35256, CurrentStateAge=35260

1. Reliability tables
InterpretationType | InterpretationKey | Count | PersistenceRate_t1 | ExitRate_t1 | Entropy_t1 | NormalizedEntropy_t1 | DominantDestination | DominantProbability_t1 | ReliabilityScore
PreviousDistinctContext | NeutralProcessing->MixedStructure+Age3 | Unresolved | 1 | -0.0001 | -0.0001 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age1 | Ambiguous | 1430 | 0.0000 | 0.0000 | 46.36% | 48.39% | 5.24% | -2.03%
PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age1 | Moderate | 18 | 0.0001 | 0.0000 | 50.00% | 44.44% | 5.56% | 5.56%
PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age1 | Unresolved | 1 | -0.0004 | -0.0004 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age2 | Ambiguous | 149 | -0.0001 | -0.0001 | 38.93% | 55.03% | 6.04% | -16.11%
PreviousDistinctContext | NeutralProcessing->ReassertionProcessing+Age2 | Unresolved | 30 | -0.0002 | 0.0001 | 56.67% | 36.67% | 6.67% | 20.00%
PreviousDistinctContext | ReassertionProcessing->CompressionProcessing+Age1 | Ambiguous | 36 | -0.0000 | -0.0001 | 36.11% | 58.33% | 5.56% | -22.22%
PreviousDistinctContext | ReassertionProcessing->CompressionProcessing+Age1 | Clear | 3 | 0.0000 | -0.0002 | 33.33% | 66.67% | 0.00% | -33.33%
PreviousDistinctContext | ReassertionProcessing->CompressionProcessing+Age1 | Moderate | 10 | 0.0001 | 0.0000 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | ReassertionProcessing->CompressionProcessing+Age1 | Unresolved | 17 | 0.0000 | 0.0000 | 47.06% | 47.06% | 5.88% | 0.00%
PreviousDistinctContext | ReassertionProcessing->CompressionProcessing+Age2 | Ambiguous | 18 | 0.0002 | -0.0000 | 44.44% | 50.00% | 5.56% | -5.56%
PreviousDistinctContext | ReassertionProcessing->CompressionProcessing+Age2 | Clear | 1 | -0.0005 | -0.0005 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | ReassertionProcessing->CompressionProcessing+Age2 | Moderate | 33 | -0.0002 | -0.0001 | 33.33% | 54.55% | 12.12% | -21.21%
PreviousDistinctContext | ReassertionProcessing->CompressionProcessing+Age2 | Unresolved | 3 | 0.0001 | 0.0001 | 66.67% | 33.33% | 0.00% | 33.33%
PreviousDistinctContext | ReassertionProcessing->CompressionProcessing+Age4 | Ambiguous | 9 | 0.0000 | -0.0001 | 33.33% | 55.56% | 11.11% | -22.22%
PreviousDistinctContext | ReassertionProcessing->CompressionProcessing+Age4 | Moderate | 3 | 0.0006 | 0.0004 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | ReassertionProcessing->CompressionProcessing+Age4 | Unresolved | 1 | 0.0006 | 0.0006 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | ReassertionProcessing->DestructiveRotation+Age1 | Ambiguous | 183 | -0.0001 | -0.0001 | 44.81% | 51.91% | 3.28% | -7.10%
PreviousDistinctContext | ReassertionProcessing->DestructiveRotation+Age1 | Unresolved | 20 | -0.0002 | -0.0002 | 30.00% | 60.00% | 10.00% | -30.00%
PreviousDistinctContext | ReassertionProcessing->DestructiveRotation+Age2 | Ambiguous | 1 | 0.0001 | 0.0001 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | ReassertionProcessing->DestructiveRotation+Age2 | Moderate | 9 | -0.0002 | -0.0001 | 33.33% | 55.56% | 11.11% | -22.22%
PreviousDistinctContext | ReassertionProcessing->MixedStructure+Age1 | Ambiguous | 90 | 0.0000 | -0.0000 | 44.44% | 50.00% | 5.56% | -5.56%
PreviousDistinctContext | ReassertionProcessing->MixedStructure+Age1 | Moderate | 391 | -0.0000 | 0.0000 | 46.55% | 48.34% | 5.12% | -1.79%
PreviousDistinctContext | ReassertionProcessing->MixedStructure+Age2 | Moderate | 53 | -0.0001 | 0.0000 | 47.17% | 47.17% | 5.66% | 0.00%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age1 | Ambiguous | 556 | -0.0000 | -0.0000 | 44.60% | 50.54% | 4.86% | -5.94%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age1 | Moderate | 91 | -0.0000 | -0.0000 | 40.66% | 54.95% | 4.40% | -14.29%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age1 | Unresolved | 23 | 0.0001 | 0.0000 | 47.83% | 47.83% | 4.35% | 0.00%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age2 | Ambiguous | 333 | 0.0000 | 0.0000 | 47.75% | 47.75% | 4.50% | 0.00%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age2 | Unresolved | 8 | -0.0001 | -0.0001 | 37.50% | 62.50% | 0.00% | -25.00%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age4 | Moderate | 130 | 0.0000 | -0.0000 | 45.38% | 50.00% | 4.62% | -4.62%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age5 | Ambiguous | 76 | -0.0000 | -0.0001 | 36.84% | 56.58% | 6.58% | -19.74%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age5 | Moderate | 72 | 0.0001 | 0.0000 | 52.78% | 38.89% | 8.33% | 13.89%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age5 | Unresolved | 1 | -0.0004 | -0.0004 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age6-10 | Ambiguous | 321 | -0.0001 | -0.0001 | 38.94% | 54.83% | 6.23% | -15.89%
PreviousDistinctContext | ReassertionProcessing->NeutralProcessing+Age6-10 | Unresolved | 45 | -0.0000 | -0.0000 | 44.44% | 51.11% | 4.44% | -6.67%
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age1 | Ambiguous | 105 | 0.0000 | 0.0000 | 48.57% | 48.57% | 2.86% | 0.00%
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age1 | Clear | 5 | -0.0002 | -0.0001 | 40.00% | 60.00% | 0.00% | -20.00%
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age1 | Moderate | 31 | 0.0001 | 0.0001 | 51.61% | 38.71% | 9.68% | 12.90%
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age1 | Unresolved | 171 | -0.0000 | 0.0000 | 45.61% | 49.12% | 5.26% | -3.51%
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age2 | Ambiguous | 58 | -0.0001 | -0.0001 | 36.21% | 55.17% | 8.62% | -18.97%
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age2 | Clear | 11 | -0.0002 | 0.0000 | 45.45% | 45.45% | 9.09% | 0.00%
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age2 | Moderate | 388 | -0.0000 | -0.0000 | 45.62% | 51.29% | 3.09% | -5.67%
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age5 | Ambiguous | 3 | 0.0004 | 0.0003 | 66.67% | 33.33% | 0.00% | 33.33%
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age5 | Clear | 46 | 0.0001 | 0.0001 | 54.35% | 41.30% | 4.35% | 13.04%
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age5 | Moderate | 7 | 0.0003 | 0.0001 | 57.14% | 42.86% | 0.00% | 14.29%
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age5 | Unresolved | 1 | -0.0015 | -0.0015 | 0.00% | 100.00% | 0.00% | -100.00%
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age6-10 | Ambiguous | 24 | 0.0001 | 0.0000 | 41.67% | 45.83% | 12.50% | -4.17%
PreviousDistinctContext | RecoveryResolution->CompressionProcessing+Age6-10 | Unresolved | 39 | -0.0000 | 0.0000 | 48.72% | 48.72% | 2.56% | 0.00%
PreviousDistinctContext | RecoveryResolution->ExhaustionPersistence+Age1 | Ambiguous | 14 | -0.0000 | 0.0000 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | RecoveryResolution->ExhaustionPersistence+Age1 | Moderate | 6 | -0.0005 | -0.0004 | 50.00% | 50.00% | 0.00% | 0.00%
PreviousDistinctContext | RecoveryResolution->NeutralProcessing+Age11-20 | Ambiguous | 10 | 0.0002 | 0.0001 | 50.00% | 30.00% | 20.00% | 20.00%
PreviousDistinctContext | RecoveryResolution->NeutralProcessing+Age11-20 | Moderate | 5 | -0.0001 | -0.0002 | 20.00% | 80.00% | 0.00% | -60.00%
PreviousDistinctContext | RecoveryResolution->NeutralProcessing+Age11-20 | Unresolved | 1 | 0.0004 | 0.0004 | 100.00% | 0.00% | 0.00% | 100.00%
PreviousDistinctContext | RecoveryResolution->NeutralProcessing+Age2 | Ambiguous | 19 | -0.0002 | -0.0002 | 31.58% | 68.42% | 0.00% | -36.84%
PreviousDistinctContext | RecoveryResolution->NeutralProcessing+Age2 | Clear | 19 | 0.0001 | 0.0001 | 57.89% | 36.84% | 5.26% | 21.05%
PreviousDistinctContext | RecoveryResolution->NeutralProcessing+Age2 | Moderate | 9 | 0.0001 | 0.0002 | 66.67% | 33.33% | 0.00% | 33.33%
PreviousDistinctContext | RecoveryResolution->NeutralProcessing+Age2 | Unresolved | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
PreviousDistinctContext | RecoveryResolution->NeutralProcessing+Age5 | Unresolved | 2 | -0.0002 | -0.0002 | 50.00% | 50.00% | 0.00% | 0.00%
Unresolved | Unresolved | Unresolved | 348 | -0.0000 | 0.0000 | 46.26% | 47.70% | 6.03% | -1.44%
ValidatedContext | B:RecoveryResolution->CompressionProcessing+Age3 | Ambiguous | 222 | -0.0000 | -0.0000 | 46.85% | 50.45% | 2.70% | -3.60%
ValidatedContext | B:RecoveryResolution->CompressionProcessing+Age3 | Unresolved | 48 | -0.0000 | 0.0000 | 52.08% | 47.92% | 0.00% | 4.17%
ValidatedContext | C:RecoveryResolution->NeutralProcessing+Age1 | Ambiguous | 44 | 0.0002 | 0.0001 | 59.09% | 38.64% | 2.27% | 20.45%
ValidatedContext | C:RecoveryResolution->NeutralProcessing+Age1 | Moderate | 27 | -0.0000 | 0.0001 | 55.56% | 40.74% | 3.70% | 14.81%
ValidatedContext | C:RecoveryResolution->NeutralProcessing+Age1 | Unresolved | 106 | -0.0000 | -0.0000 | 46.23% | 50.94% | 2.83% | -4.72%
ValidatedContext | D:DecayToNeutral->NeutralProcessing+Age4 | Ambiguous | 120 | 0.0000 | 0.0000 | 52.50% | 42.50% | 5.00% | 10.00%
ValidatedContext | D:DecayToNeutral->NeutralProcessing+Age4 | Moderate | 3 | -0.0002 | -0.0001 | 0.00% | 66.67% | 33.33% | -66.67%
ValidatedContext | D:DecayToNeutral->NeutralProcessing+Age4 | Unresolved | 55 | 0.0001 | 0.0001 | 52.73% | 41.82% | 5.45% | 10.91%

7. Fractal-jumping proxy
FractalJumpRiskCount: 14836
FractalJumpRiskRate: 42.08%
OutcomeSkewAfterRisk: -1.49%
MeanDRFwd5AfterRisk: -0.0000

8. Low-DoF audit
Allowed variables used:
- CurrentState
- AgeBucket
- PreviousDistinctState
- ValidatedContextFlag
- PersistenceRate_t1
- DominantDestinationProbability_t1
- Entropy_t1

Forbidden variables not used:
- Phase
- New contexts
- Optimized weights
- Forward returns in scoring
- Price outcome in scoring
- Machine learning

9. Mechanical research notes
- Arbitration scores are computed online from structural transitions already observed before each scored bar.
- ReliabilityScore is zero until its interpretation key has at least 10 prior structural transitions.
- A validated negative context receives an informational bonus, not a directional score.
- Forward price returns are attached only after arbitration as outcome diagnostics.
- Rapid winner-type replacement after short runs is reported as a mechanical fractal-jump proxy.
