APVA Minimal Engine Study v0.1 - Aggregate
====================================================================================================
Instruments: 6E, CL, NQ

Aggregate Transition Hazard Table
State | AgeBucket | Horizon | Count_6E | ExitRate_6E | Entropy_6E | DominantDestination_6E | DominantProbability_6E | Count_CL | ExitRate_CL | Entropy_CL | DominantDestination_CL | DominantProbability_CL | Count_NQ | ExitRate_NQ | Entropy_NQ | DominantDestination_NQ | DominantProbability_NQ | ValidInstrumentCount | MeanExitRate | MeanEntropy | MeanDominantProbability
ExhaustionPersistence | Late | 29 | 62.07% | 1.3934 | 3 | 33.33% | 0.6365 | 6 | 66.67% | 1.3297 | 1 | 62.07% | 1.3934
ExhaustionPersistence | Middle | 435 | 49.66% | 1.3621 | 45 | 44.44% | 1.2550 | 31 | 32.26% | 1.0585 | 3 | 42.12% | 1.2252
ExhaustionPersistence | Young | 1420 | 62.11% | 1.5846 | 128 | 59.38% | 1.4404 | 70 | 52.86% | 1.4671 | 3 | 58.11% | 1.4974
MixedStructure | Middle | 51 | 82.35% | 1.5234 | 7 | 71.43% | 1.3518 | 6 | 66.67% | 1.3297 | 1 | 82.35% | 1.5234
MixedStructure | Young | 3619 | 89.03% | 1.7566 | 307 | 89.25% | 1.7298 | 210 | 85.24% | 1.7660 | 3 | 87.84% | 1.7508
NeutralProcessing | Late | 3857 | 25.10% | 0.9041 | 238 | 31.51% | 1.0235 | 228 | 30.26% | 1.0457 | 3 | 28.96% | 0.9911
NeutralProcessing | Middle | 4258 | 18.46% | 0.7366 | 341 | 19.06% | 0.7143 | 275 | 15.27% | 0.6010 | 3 | 17.60% | 0.6840
NeutralProcessing | Young | 8877 | 44.14% | 1.2584 | 698 | 43.70% | 1.2486 | 472 | 39.19% | 1.1890 | 3 | 42.34% | 1.2320
ReassertionProcessing | Middle | 15 | 100.00% | 0.2449 | 1 | 100.00% | -0.0000 | 1 | 100.00% | -0.0000 | 0 | 0.00% | 0.0000
ReassertionProcessing | Young | 1996 | 87.37% | 1.4181 | 206 | 83.98% | 1.4416 | 178 | 82.02% | 1.4544 | 3 | 84.46% | 1.4380
RecoveryResolution | Late | 5 | 100.00% | 0.6730 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
RecoveryResolution | Middle | 273 | 90.11% | 0.9953 | 28 | 96.43% | 0.9887 | 9 | 100.00% | 0.5297 | 2 | 93.27% | 0.9920
RecoveryResolution | Young | 1418 | 58.39% | 1.0178 | 132 | 50.76% | 1.0087 | 59 | 62.71% | 1.0421 | 3 | 57.29% | 1.0228

Aggregate Classification Table
State | AgeBucket | Classification_6E | Classification_CL | Classification_NQ | AgreementCount | AgreementPercent | FinalClassification
CompressionProcessing | 1 | Transitional | Transitional | Transitional | 3 | 100.00% | Transitional
CompressionProcessing | 11-20 | Insufficient | Insufficient | Insufficient | 3 | 100.00% | Insufficient
CompressionProcessing | 2 | Transitional | Transitional | Transitional | 3 | 100.00% | Transitional
CompressionProcessing | 3 | Transitional | Transitional | Transitional | 3 | 100.00% | Transitional
CompressionProcessing | 4 | Transitional | Transitional | Insufficient | 2 | 66.67% | Transitional
CompressionProcessing | 5 | Transitional | Insufficient | Insufficient | 2 | 66.67% | Insufficient
CompressionProcessing | 6-10 | Transitional | Insufficient | Insufficient | 2 | 66.67% | Insufficient
ConstructiveEmergence | 1 | Terminal | Insufficient | Insufficient | 2 | 66.67% | Insufficient
DecayToNeutral | 1 | Terminal | Terminal | Terminal | 3 | 100.00% | Terminal
DestructiveRotation | 1 | Terminal | Terminal | Terminal | 3 | 100.00% | Terminal
DestructiveRotation | 2 | Terminal | Insufficient | Insufficient | 2 | 66.67% | Insufficient
DestructiveRotation | 3 | Insufficient | Insufficient | Insufficient | 3 | 100.00% | Insufficient
DestructiveRotation | 4 | Insufficient | Insufficient | Insufficient | 3 | 100.00% | Insufficient
ExhaustionPersistence | 1 | Terminal | Terminal | Terminal | 3 | 100.00% | Terminal
ExhaustionPersistence | 2 | Transitional | Transitional | Insufficient | 2 | 66.67% | Transitional
ExhaustionPersistence | 3 | Transitional | Transitional | Insufficient | 2 | 66.67% | Transitional
ExhaustionPersistence | 4 | Transitional | Insufficient | Insufficient | 2 | 66.67% | Insufficient
ExhaustionPersistence | 5 | Terminal | Insufficient | Insufficient | 2 | 66.67% | Insufficient
ExhaustionPersistence | 6-10 | Terminal | Insufficient | Insufficient | 2 | 66.67% | Insufficient
MixedStructure | 1 | Terminal | Terminal | Terminal | 3 | 100.00% | Terminal
MixedStructure | 2 | Terminal | Terminal | Terminal | 3 | 100.00% | Terminal
MixedStructure | 3 | Terminal | Insufficient | Insufficient | 2 | 66.67% | Insufficient
MixedStructure | 4 | Insufficient | Insufficient | Insufficient | 3 | 100.00% | Insufficient
MixedStructure | 5 | Insufficient | Insufficient | Insufficient | 3 | 100.00% | Insufficient
NeutralProcessing | 1 | Transitional | Transitional | Transitional | 3 | 100.00% | Transitional
NeutralProcessing | 11-20 | Transitional | Transitional | Transitional | 3 | 100.00% | Transitional
NeutralProcessing | 2 | Transitional | Transitional | Transitional | 3 | 100.00% | Transitional
NeutralProcessing | 21+ | Transitional | Insufficient | Insufficient | 2 | 66.67% | Insufficient
NeutralProcessing | 3 | Transitional | Transitional | Transitional | 3 | 100.00% | Transitional
NeutralProcessing | 4 | Stable | Stable | Stable | 3 | 100.00% | Stable
NeutralProcessing | 5 | Stable | Transitional | Stable | 2 | 66.67% | Stable
NeutralProcessing | 6-10 | Transitional | Transitional | Transitional | 3 | 100.00% | Transitional
ReassertionProcessing | 1 | Terminal | Terminal | Terminal | 3 | 100.00% | Terminal
ReassertionProcessing | 2 | Terminal | Terminal | Terminal | 3 | 100.00% | Terminal
ReassertionProcessing | 3 | Insufficient | Insufficient | Insufficient | 3 | 100.00% | Insufficient
RecoveryResolution | 1 | Terminal | Transitional | Terminal | 2 | 66.67% | Terminal
RecoveryResolution | 2 | Transitional | Transitional | Insufficient | 2 | 66.67% | Transitional
RecoveryResolution | 3 | Terminal | Terminal | Insufficient | 2 | 66.67% | Terminal
RecoveryResolution | 4 | Insufficient | Insufficient | Insufficient | 3 | 100.00% | Insufficient
RecoveryResolution | 5 | Insufficient | Insufficient | Insufficient | 3 | 100.00% | Insufficient
RecoveryResolution | 6-10 | Insufficient | Insufficient | Insufficient | 3 | 100.00% | Insufficient

Aggregate Outcome Diagnostic Table
State | AgeBucket | Count_6E | Skew_6E | MeanDR_6E | Count_CL | Skew_CL | MeanDR_CL | Count_NQ | Skew_NQ | MeanDR_NQ | ValidInstrumentCount | MeanSkew | MeanDR
CompressionProcessing | 1 | 2631 | -1.56% | -0.0000 | 174 | -8.62% | -0.0170 | 87 | 1.15% | 2.2040 | 3 | -3.01% | 0.7290
CompressionProcessing | 11-20 | 5 | -20.00% | -0.0001 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
CompressionProcessing | 2 | 1493 | -6.23% | -0.0000 | 89 | -14.61% | 0.0138 | 51 | -9.80% | -7.0784 | 3 | -10.21% | -2.3549
CompressionProcessing | 3 | 763 | -4.59% | -0.0000 | 41 | 26.83% | 0.4024 | 30 | 10.00% | -11.9833 | 3 | 10.75% | -3.8603
CompressionProcessing | 4 | 489 | -2.45% | 0.0000 | 22 | -31.82% | -0.0500 | 18 | 0.00% | 9.3056 | 2 | -17.14% | -0.0250
CompressionProcessing | 5 | 260 | -1.15% | 0.0000 | 12 | -50.00% | -0.2667 | 8 | -50.00% | 6.4062 | 1 | -1.15% | 0.0000
CompressionProcessing | 6-10 | 229 | -9.61% | -0.0000 | 6 | -66.67% | -0.3833 | 9 | -33.33% | -9.8333 | 1 | -9.61% | -0.0000
ConstructiveEmergence | 1 | 82 | 4.88% | -0.0000 | 12 | 16.67% | 0.0033 | 14 | 28.57% | 0.3036 | 1 | 4.88% | -0.0000
DecayToNeutral | 1 | 1265 | 1.03% | -0.0000 | 101 | 6.93% | -0.2027 | 84 | -13.10% | -13.4464 | 3 | -1.71% | -4.5497
DestructiveRotation | 1 | 789 | -2.92% | -0.0000 | 70 | 5.71% | -0.2867 | 63 | -3.17% | -6.5833 | 3 | -0.13% | -2.2900
DestructiveRotation | 2 | 99 | -5.05% | -0.0000 | 12 | 16.67% | 1.0292 | 11 | -27.27% | -19.8409 | 1 | -5.05% | -0.0000
DestructiveRotation | 3 | 10 | -10.00% | 0.0000 | 1 | 100.00% | 3.4500 | 5 | -20.00% | -29.8000 | 0 | 0.00% | 0.0000
DestructiveRotation | 4 | 1 | -100.00% | -0.0002 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
ExhaustionPersistence | 1 | 1106 | 1.08% | -0.0000 | 97 | -19.59% | -0.4397 | 51 | -7.84% | -2.5490 | 3 | -8.78% | -0.9962
ExhaustionPersistence | 2 | 299 | -10.03% | -0.0001 | 31 | -16.13% | -0.1013 | 19 | -47.37% | -25.0658 | 2 | -13.08% | -0.0507
ExhaustionPersistence | 3 | 215 | -7.44% | -0.0000 | 21 | 4.76% | 0.0957 | 14 | -28.57% | -39.6250 | 2 | -1.34% | 0.0478
ExhaustionPersistence | 4 | 138 | -14.49% | -0.0001 | 16 | 12.50% | -0.0475 | 11 | -45.45% | -17.0909 | 1 | -14.49% | -0.0001
ExhaustionPersistence | 5 | 55 | 3.64% | 0.0000 | 8 | 25.00% | -0.0525 | 6 | 33.33% | -25.7500 | 1 | 3.64% | 0.0000
ExhaustionPersistence | 6-10 | 28 | -28.57% | -0.0002 | 3 | -33.33% | -0.3133 | 6 | 0.00% | -46.9167 | 1 | -28.57% | -0.0002
MixedStructure | 1 | 3153 | -2.03% | -0.0000 | 278 | -5.04% | -0.0392 | 183 | -12.57% | -11.4809 | 3 | -6.54% | -3.8400
MixedStructure | 2 | 341 | -3.52% | -0.0000 | 27 | 3.70% | 0.1215 | 27 | -14.81% | 1.2778 | 3 | -4.88% | 0.4664
MixedStructure | 3 | 42 | 0.00% | -0.0000 | 5 | 100.00% | 0.4900 | 4 | 0.00% | 19.1250 | 1 | 0.00% | -0.0000
MixedStructure | 4 | 8 | 50.00% | 0.0002 | 2 | 0.00% | 0.3550 | 2 | 0.00% | -35.1250 | 0 | 0.00% | 0.0000
MixedStructure | 5 | 1 | 100.00% | 0.0001 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
NeutralProcessing | 1 | 4710 | -2.95% | -0.0000 | 430 | 3.02% | 0.0650 | 297 | 6.73% | 0.0135 | 3 | 2.27% | 0.0261
NeutralProcessing | 11-20 | 718 | 0.97% | -0.0000 | 27 | 7.41% | 0.0289 | 37 | 2.70% | -4.4122 | 3 | 3.70% | -1.4611
NeutralProcessing | 2 | 2657 | -1.20% | -0.0000 | 245 | -7.76% | -0.0778 | 173 | 8.67% | -1.3656 | 3 | -0.10% | -0.4811
NeutralProcessing | 21+ | 68 | -2.94% | -0.0000 | 0 | N/A | N/A | 0 | N/A | N/A | 1 | -2.94% | -0.0000
NeutralProcessing | 3 | 1422 | 3.94% | 0.0000 | 134 | 9.70% | 0.2383 | 111 | 6.31% | 12.1869 | 3 | 6.65% | 4.1417
NeutralProcessing | 4 | 1101 | -3.27% | -0.0000 | 104 | 32.69% | 0.1437 | 82 | -2.44% | -6.0488 | 3 | 8.99% | -1.9683
NeutralProcessing | 5 | 1037 | -3.76% | -0.0000 | 95 | -21.05% | -0.1906 | 79 | 6.33% | -1.7722 | 3 | -6.16% | -0.6543
NeutralProcessing | 6-10 | 2443 | -3.27% | -0.0000 | 202 | -3.96% | -0.1011 | 188 | -3.19% | -0.7660 | 3 | -3.48% | -0.2890
ReassertionProcessing | 1 | 1732 | -1.39% | 0.0000 | 174 | -0.57% | 0.0202 | 147 | -6.80% | -2.8554 | 3 | -2.92% | -0.9451
ReassertionProcessing | 2 | 235 | -6.38% | -0.0001 | 32 | -6.25% | -0.0816 | 31 | -22.58% | -14.4435 | 3 | -11.74% | -4.8417
ReassertionProcessing | 3 | 15 | 13.33% | -0.0000 | 1 | 100.00% | 0.5500 | 1 | -100.00% | -21.7500 | 0 | 0.00% | 0.0000
RecoveryResolution | 1 | 900 | -4.89% | -0.0000 | 90 | 6.67% | 0.3534 | 45 | 24.44% | 17.3667 | 3 | 8.74% | 5.9067
RecoveryResolution | 2 | 303 | -11.22% | -0.0000 | 37 | -8.11% | -0.1741 | 13 | 23.08% | -3.9615 | 2 | -9.66% | -0.0870
RecoveryResolution | 3 | 235 | -2.98% | 0.0000 | 27 | 3.70% | 0.3607 | 9 | 33.33% | 5.0000 | 2 | 0.36% | 0.1804
RecoveryResolution | 4 | 14 | 42.86% | 0.0002 | 1 | -100.00% | -0.2200 | 0 | N/A | N/A | 0 | 0.00% | 0.0000
RecoveryResolution | 5 | 6 | 33.33% | -0.0001 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000
RecoveryResolution | 6-10 | 4 | 0.00% | 0.0001 | 0 | N/A | N/A | 0 | N/A | N/A | 0 | 0.00% | 0.0000

Aggregate Minimal Engine Recommendation
RecommendedEngine: StateAge
Reason: MeanPercentEntropyReduction=4.19%; StatesWithAgeEffectStrengthAbove0.20=6; MeanSparseRateIncrease=27.02%; ValidInstrumentCount=3.

Aggregate Rankings

1. Most stable state-age buckets
NeutralProcessing + 4 | MeanExitRate=7.71% | ValidInstrumentCount=3
NeutralProcessing + 5 | MeanExitRate=17.45% | ValidInstrumentCount=3
NeutralProcessing + 21+ | MeanExitRate=21.95% | ValidInstrumentCount=1
NeutralProcessing + 3 | MeanExitRate=25.13% | ValidInstrumentCount=3
RecoveryResolution + 2 | MeanExitRate=27.45% | ValidInstrumentCount=2
ExhaustionPersistence + 2 | MeanExitRate=27.64% | ValidInstrumentCount=2
NeutralProcessing + 6-10 | MeanExitRate=28.84% | ValidInstrumentCount=3
NeutralProcessing + 11-20 | MeanExitRate=30.63% | ValidInstrumentCount=3
ExhaustionPersistence + 3 | MeanExitRate=31.35% | ValidInstrumentCount=2
CompressionProcessing + 3 | MeanExitRate=41.16% | ValidInstrumentCount=3
NeutralProcessing + 2 | MeanExitRate=41.98% | ValidInstrumentCount=3
NeutralProcessing + 1 | MeanExitRate=42.57% | ValidInstrumentCount=3
CompressionProcessing + 1 | MeanExitRate=44.69% | ValidInstrumentCount=3
CompressionProcessing + 4 | MeanExitRate=46.02% | ValidInstrumentCount=2
CompressionProcessing + 2 | MeanExitRate=48.66% | ValidInstrumentCount=3
CompressionProcessing + 6-10 | MeanExitRate=50.20% | ValidInstrumentCount=1
CompressionProcessing + 5 | MeanExitRate=54.96% | ValidInstrumentCount=1
ExhaustionPersistence + 4 | MeanExitRate=59.44% | ValidInstrumentCount=1
ExhaustionPersistence + 6-10 | MeanExitRate=62.07% | ValidInstrumentCount=1
RecoveryResolution + 1 | MeanExitRate=66.63% | ValidInstrumentCount=3

2. Most terminal state-age buckets
ConstructiveEmergence + 1 | MeanExitRate=100.00% | ValidInstrumentCount=1
DecayToNeutral + 1 | MeanExitRate=100.00% | ValidInstrumentCount=3
ReassertionProcessing + 2 | MeanExitRate=95.77% | ValidInstrumentCount=3
RecoveryResolution + 3 | MeanExitRate=94.96% | ValidInstrumentCount=2
DestructiveRotation + 2 | MeanExitRate=89.00% | ValidInstrumentCount=1
MixedStructure + 1 | MeanExitRate=88.11% | ValidInstrumentCount=3
MixedStructure + 2 | MeanExitRate=85.17% | ValidInstrumentCount=3
DestructiveRotation + 1 | MeanExitRate=84.56% | ValidInstrumentCount=3
ReassertionProcessing + 1 | MeanExitRate=82.35% | ValidInstrumentCount=3
MixedStructure + 3 | MeanExitRate=80.95% | ValidInstrumentCount=1
ExhaustionPersistence + 5 | MeanExitRate=68.97% | ValidInstrumentCount=1
ExhaustionPersistence + 1 | MeanExitRate=67.85% | ValidInstrumentCount=3
RecoveryResolution + 1 | MeanExitRate=66.63% | ValidInstrumentCount=3
ExhaustionPersistence + 6-10 | MeanExitRate=62.07% | ValidInstrumentCount=1
ExhaustionPersistence + 4 | MeanExitRate=59.44% | ValidInstrumentCount=1
CompressionProcessing + 5 | MeanExitRate=54.96% | ValidInstrumentCount=1
CompressionProcessing + 6-10 | MeanExitRate=50.20% | ValidInstrumentCount=1
CompressionProcessing + 2 | MeanExitRate=48.66% | ValidInstrumentCount=3
CompressionProcessing + 4 | MeanExitRate=46.02% | ValidInstrumentCount=2
CompressionProcessing + 1 | MeanExitRate=44.69% | ValidInstrumentCount=3

3. Strongest age effects by state
NeutralProcessing | MeanAgeEffectStrength=1.2456
ExhaustionPersistence | MeanAgeEffectStrength=1.0141
RecoveryResolution | MeanAgeEffectStrength=0.7110
ReassertionProcessing | MeanAgeEffectStrength=0.5308
CompressionProcessing | MeanAgeEffectStrength=0.3189
MixedStructure | MeanAgeEffectStrength=0.2088
DestructiveRotation | MeanAgeEffectStrength=0.0473
DecayToNeutral | MeanAgeEffectStrength=0.0000
ConstructiveEmergence | MeanAgeEffectStrength=0.0000

4. Weakest age effects by state
DecayToNeutral | MeanAgeEffectStrength=0.0000
ConstructiveEmergence | MeanAgeEffectStrength=0.0000
DestructiveRotation | MeanAgeEffectStrength=0.0473
MixedStructure | MeanAgeEffectStrength=0.2088
CompressionProcessing | MeanAgeEffectStrength=0.3189
ReassertionProcessing | MeanAgeEffectStrength=0.5308
RecoveryResolution | MeanAgeEffectStrength=0.7110
ExhaustionPersistence | MeanAgeEffectStrength=1.0141
NeutralProcessing | MeanAgeEffectStrength=1.2456

5. Best survival states
NeutralProcessing | MeanSurvival5=21.66%
CompressionProcessing | MeanSurvival5=3.33%
ExhaustionPersistence | MeanSurvival5=2.95%
RecoveryResolution | MeanSurvival5=0.10%
ReassertionProcessing | MeanSurvival5=0.00%
DecayToNeutral | MeanSurvival5=0.00%
DestructiveRotation | MeanSurvival5=0.00%
ConstructiveEmergence | MeanSurvival5=0.00%
MixedStructure | MeanSurvival5=0.00%

6. Worst survival states
ReassertionProcessing | MeanSurvival5=0.00%
DecayToNeutral | MeanSurvival5=0.00%
DestructiveRotation | MeanSurvival5=0.00%
ConstructiveEmergence | MeanSurvival5=0.00%
MixedStructure | MeanSurvival5=0.00%
RecoveryResolution | MeanSurvival5=0.10%
ExhaustionPersistence | MeanSurvival5=2.95%
CompressionProcessing | MeanSurvival5=3.33%
NeutralProcessing | MeanSurvival5=21.66%

7. Largest State+Age entropy improvement
t+1 | MeanPercentReduction=6.54%
t+2 | MeanPercentReduction=4.88%
t+3 | MeanPercentReduction=3.46%
t+5 | MeanPercentReduction=1.86%

8. Best outcome skew state-age buckets
CompressionProcessing + 3 | MeanSkew=10.75% | ValidInstrumentCount=3
NeutralProcessing + 4 | MeanSkew=8.99% | ValidInstrumentCount=3
RecoveryResolution + 1 | MeanSkew=8.74% | ValidInstrumentCount=3
NeutralProcessing + 3 | MeanSkew=6.65% | ValidInstrumentCount=3
NeutralProcessing + 11-20 | MeanSkew=3.70% | ValidInstrumentCount=3
NeutralProcessing + 1 | MeanSkew=2.27% | ValidInstrumentCount=3
RecoveryResolution + 3 | MeanSkew=0.36% | ValidInstrumentCount=2
NeutralProcessing + 2 | MeanSkew=-0.10% | ValidInstrumentCount=3
DestructiveRotation + 1 | MeanSkew=-0.13% | ValidInstrumentCount=3
ExhaustionPersistence + 3 | MeanSkew=-1.34% | ValidInstrumentCount=2
DecayToNeutral + 1 | MeanSkew=-1.71% | ValidInstrumentCount=3
ReassertionProcessing + 1 | MeanSkew=-2.92% | ValidInstrumentCount=3
CompressionProcessing + 1 | MeanSkew=-3.01% | ValidInstrumentCount=3
NeutralProcessing + 6-10 | MeanSkew=-3.48% | ValidInstrumentCount=3
MixedStructure + 2 | MeanSkew=-4.88% | ValidInstrumentCount=3
NeutralProcessing + 5 | MeanSkew=-6.16% | ValidInstrumentCount=3
MixedStructure + 1 | MeanSkew=-6.54% | ValidInstrumentCount=3
ExhaustionPersistence + 1 | MeanSkew=-8.78% | ValidInstrumentCount=3
RecoveryResolution + 2 | MeanSkew=-9.66% | ValidInstrumentCount=2
CompressionProcessing + 2 | MeanSkew=-10.21% | ValidInstrumentCount=3

9. Worst outcome skew state-age buckets
CompressionProcessing + 4 | MeanSkew=-17.14% | ValidInstrumentCount=2
ExhaustionPersistence + 2 | MeanSkew=-13.08% | ValidInstrumentCount=2
ReassertionProcessing + 2 | MeanSkew=-11.74% | ValidInstrumentCount=3
CompressionProcessing + 2 | MeanSkew=-10.21% | ValidInstrumentCount=3
RecoveryResolution + 2 | MeanSkew=-9.66% | ValidInstrumentCount=2
ExhaustionPersistence + 1 | MeanSkew=-8.78% | ValidInstrumentCount=3
MixedStructure + 1 | MeanSkew=-6.54% | ValidInstrumentCount=3
NeutralProcessing + 5 | MeanSkew=-6.16% | ValidInstrumentCount=3
MixedStructure + 2 | MeanSkew=-4.88% | ValidInstrumentCount=3
NeutralProcessing + 6-10 | MeanSkew=-3.48% | ValidInstrumentCount=3
CompressionProcessing + 1 | MeanSkew=-3.01% | ValidInstrumentCount=3
ReassertionProcessing + 1 | MeanSkew=-2.92% | ValidInstrumentCount=3
DecayToNeutral + 1 | MeanSkew=-1.71% | ValidInstrumentCount=3
ExhaustionPersistence + 3 | MeanSkew=-1.34% | ValidInstrumentCount=2
DestructiveRotation + 1 | MeanSkew=-0.13% | ValidInstrumentCount=3
NeutralProcessing + 2 | MeanSkew=-0.10% | ValidInstrumentCount=3
RecoveryResolution + 3 | MeanSkew=0.36% | ValidInstrumentCount=2
NeutralProcessing + 1 | MeanSkew=2.27% | ValidInstrumentCount=3
NeutralProcessing + 11-20 | MeanSkew=3.70% | ValidInstrumentCount=3
NeutralProcessing + 3 | MeanSkew=6.65% | ValidInstrumentCount=3

10. Recommended minimal APVA engine
StateAge: MeanPercentEntropyReduction=4.19%; StatesWithAgeEffectStrengthAbove0.20=6; MeanSparseRateIncrease=27.02%; ValidInstrumentCount=3.

Low-DoF Audit
Variables used:
StructuralState
AgeBucket

No context used.
No arbitration used.
No persistence used.
No phase used.
No optimization.
No fitting.
No machine learning.
No forward returns used in model selection.

Mechanical Research Notes
- The minimal engine uses family, path, and archetype logic only to reconstruct StructuralState.
- All engine analysis after reconstruction uses StructuralState and AgeBucket only.
- State + Age is recommended only when the fixed entropy, age-effect, and replication rules pass.
- Outcome diagnostics remain separate from model selection.
