DataScope,Breakdown,ValidationMode,Regime,Instrument,Cohort,Field,Count,AvailableCount,Mean,Median,Std,Q25,Q75,PositiveFraction
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,ES,PriorSlope_Q3,DownVolume,45,45,7881.2,442.0,11370.007690890498,0.0,11310.0,0.5111111111111111
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,ES,PriorSlope_Q3,FlatVolume,45,45,263.44444444444446,0.0,1446.1530717979708,0.0,0.0,0.044444444444444446
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,ES,PriorSlope_Q3,UpDownVolumeDelta,45,45,48.422222222222224,-442.0,21402.194882650463,-11310.0,13510.0,0.4444444444444444
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,ES,Base_NotPriorSlope_Q3,Volume,127,127,16840.299212598424,11306.0,18605.582052516816,6374.5,19969.5,1.0
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,ES,Base_NotPriorSlope_Q3,VolumeSMA,127,127,15257.744094488187,14652.05,6762.422249218894,10027.125,20364.675000000003,1.0
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,ES,Base_NotPriorSlope_Q3,RelativeVolume,127,127,1.101477630064567,0.8268980373,1.011073332518286,0.600462431,1.2426543918,1.0
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,ES,Base_NotPriorSlope_Q3,VolumeZScore,127,127,-0.05778236275590553,-0.3254879253,1.2496389579182285,-0.8626908293,0.36663619295,0.33858267716535434
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,ES,Base_NotPriorSlope_Q3,SignedVolume,127,127,-613.496062992126,0.0,24331.979899371057,-10342.0,10015.5,0.4645669291338583
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,ES,Base_NotPriorSlope_Q3,UpVolume,127,127,7573.244094488189,0.0,13421.84288479313,0.0,10015.5,0.4645669291338583
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,ES,Base_NotPriorSlope_Q3,DownVolume,127,127,8186.740157480315,0.0,16938.562112291173,0.0,10342.0,0.44881889763779526
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,ES,Base_NotPriorSlope_Q3,FlatVolume,127,127,1080.3149606299212,0.0,6197.835679199773,0.0,0.0,0.08661417322834646
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,ES,Base_NotPriorSlope_Q3,UpDownVolumeDelta,127,127,-613.496062992126,0.0,24331.979899371057,-10342.0,10015.5,0.4645669291338583
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,NQ,PriorSlope_Q3,Volume,36,36,4865.75,4154.0,3552.229065771841,2217.25,6708.5,1.0
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,NQ,PriorSlope_Q3,VolumeSMA,36,36,5218.475000000001,5325.45,2434.964382124364,3819.45,6692.3875,1.0
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,NQ,PriorSlope_Q3,RelativeVolume,36,36,0.9178658504611111,0.85816893905,0.47088231381125883,0.66581438745,1.1743701443,1.0
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,NQ,PriorSlope_Q3,VolumeZScore,36,36,-0.2206808241138889,-0.29343253015000004,0.9214400430762357,-0.872959423675,0.35385484795,0.3611111111111111
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,NQ,PriorSlope_Q3,SignedVolume,36,36,-544.6388888888889,-198.0,6055.178875039957,-4677.0,3746.0,0.4722222222222222
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,NQ,PriorSlope_Q3,UpVolume,36,36,2160.5555555555557,0.0,2946.7624117174955,0.0,3746.0,0.4722222222222222
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,NQ,PriorSlope_Q3,DownVolume,36,36,2705.1944444444443,198.0,3994.7906780094386,0.0,4677.0,0.5277777777777778
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,NQ,PriorSlope_Q3,FlatVolume,36,36,0.0,0.0,0.0,0.0,0.0,0.0
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,NQ,PriorSlope_Q3,UpDownVolumeDelta,36,36,-544.6388888888889,-198.0,6055.178875039957,-4677.0,3746.0,0.4722222222222222
VolumeAvailableSubset,ByRegimeInstrument,Reference,2019 | 2019 observed regime,NQ,Base_NotPriorSlope_Q3,Volume,142,142,4425.971830985915,3561.0,2965.8104652038937,2233.0,6091.75,1.0
