APVA Process Graph Study v0.1
============================================================================================
Diagnostics
Instrument: CL
Input path(s): .\Evidence\CL\CL_JUL26_5_Minute_Nymex_Energy_RTH_20260401_20260529_apva_bar_evidence_v01.csv
Total rows: 2684
Node count: 35
Edge count: 157

1. Directed Graph Summary
SourceNode | DestinationNode | TransitionCount | TransitionProbability
4 | ExhaustionPersistence_Young -> RecoveryResolution_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young | 1.21% | 0
5 | NeutralProcessing_Late -> NeutralProcessing_Late -> NeutralProcessing_Late -> NeutralProcessing_Late -> NeutralProcessing_Late -> NeutralProcessing_Late | 15.07% | 30
5 | ExhaustionPersistence_Late -> ExhaustionPersistence_Late -> ExhaustionPersistence_Late -> ExhaustionPersistence_Late -> ExhaustionPersistence_Late -> ExhaustionPersistence_Late | 13.17% | 0
5 | NeutralProcessing_Middle -> NeutralProcessing_Middle -> NeutralProcessing_Middle -> NeutralProcessing_Middle -> NeutralProcessing_Middle -> NeutralProcessing_Middle | 7.12% | 0
5 | ExhaustionPersistence_Middle -> ExhaustionPersistence_Middle -> ExhaustionPersistence_Middle -> ExhaustionPersistence_Middle -> ExhaustionPersistence_Middle -> ExhaustionPersistence_Middle | 4.32% | 0
5 | CompressionProcessing_Middle -> CompressionProcessing_Middle -> CompressionProcessing_Middle -> CompressionProcessing_Middle -> CompressionProcessing_Middle -> CompressionProcessing_Middle | 1.91% | 0
5 | ReassertionProcessing_Middle -> DestructiveRotation_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 1.55% | 0
5 | DestructiveRotation_Middle -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young | 1.37% | 0
5 | DecayToNeutral_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 1.06% | 0
5 | RecoveryResolution_Middle -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young | 0.88% | 0
5 | CompressionProcessing_Late -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 0.86% | 0
5 | ConstructiveEmergence_Young -> MixedStructure_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 0.79% | 0
5 | MixedStructure_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 0.69% | 0
5 | NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 0.63% | 0
5 | MixedStructure_Middle -> ConstructiveEmergence_Young -> MixedStructure_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 0.62% | 0
5 | ReassertionProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 0.59% | 0
5 | DestructiveRotation_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young -> NeutralProcessing_Young | 0.56% | 0
5 | RecoveryResolution_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young | 0.48% | 0
5 | CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young | 0.47% | 0
5 | ExhaustionPersistence_Young -> RecoveryResolution_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young -> CompressionProcessing_Young | 0.41% | 0

9. Graph Compression
ProbabilityMass | NodeCount | EdgeCount | CompressionRatio
90.00% | 26 | 60 | 38.22%
95.00% | 30 | 84 | 53.50%
99.00% | 32 | 131 | 83.44%

10. Outcome Diagnostics
Diagnostic only. Forward outcomes are not used in graph construction.
ItemType | Item | Count | MeanDRFwd5 | MedianDRFwd5 | ContinuationRate5 | FailureRate5 | FlatRate5 | OutcomeSkew
Node | CompressionProcessing_Age1 | 174 | -0.0170 | -0.0350 | 45.40% | 54.02% | 0.57% | -8.62%
Node | CompressionProcessing_Age2 | 89 | 0.0138 | -0.1200 | 42.70% | 57.30% | 0.00% | -14.61%
Node | CompressionProcessing_Age3 | 41 | 0.4024 | 0.1400 | 60.98% | 34.15% | 4.88% | 26.83%
Node | CompressionProcessing_Age4 | 22 | -0.0500 | -0.1200 | 31.82% | 63.64% | 4.55% | -31.82%
Node | CompressionProcessing_Age5 | 12 | -0.2667 | -0.2200 | 25.00% | 75.00% | 0.00% | -50.00%
Node | CompressionProcessing_Age6-10 | 6 | -0.3833 | -0.1850 | 16.67% | 83.33% | 0.00% | -66.67%
Node | ConstructiveEmergence_Age1 | 12 | 0.0033 | 0.0850 | 58.33% | 41.67% | 0.00% | 16.67%
Node | DecayToNeutral_Age1 | 101 | -0.2027 | 0.0900 | 53.47% | 46.53% | 0.00% | 6.93%
Node | DestructiveRotation_Age1 | 70 | -0.2867 | 0.0700 | 52.86% | 47.14% | 0.00% | 5.71%
Node | DestructiveRotation_Age2 | 12 | 1.0292 | 0.2350 | 58.33% | 41.67% | 0.00% | 16.67%
Node | DestructiveRotation_Age3 | 1 | 3.4500 | 3.4500 | 100.00% | 0.00% | 0.00% | 100.00%
Node | ExhaustionPersistence_Age1 | 97 | -0.4397 | -0.1600 | 40.21% | 59.79% | 0.00% | -19.59%
Node | ExhaustionPersistence_Age2 | 31 | -0.1013 | -0.2500 | 41.94% | 58.06% | 0.00% | -16.13%
Node | ExhaustionPersistence_Age3 | 21 | 0.0957 | 0.1600 | 52.38% | 47.62% | 0.00% | 4.76%
Node | ExhaustionPersistence_Age4 | 16 | -0.0475 | 0.0700 | 56.25% | 43.75% | 0.00% | 12.50%
Node | ExhaustionPersistence_Age5 | 8 | -0.0525 | 0.2200 | 62.50% | 37.50% | 0.00% | 25.00%
Node | ExhaustionPersistence_Age6-10 | 3 | -0.3133 | -0.4500 | 33.33% | 66.67% | 0.00% | -33.33%
Node | MixedStructure_Age1 | 278 | -0.0392 | -0.0300 | 47.12% | 52.16% | 0.72% | -5.04%
Node | MixedStructure_Age2 | 27 | 0.1215 | 0.0800 | 51.85% | 48.15% | 0.00% | 3.70%
Node | MixedStructure_Age3 | 5 | 0.4900 | 0.5100 | 100.00% | 0.00% | 0.00% | 100.00%
Node | MixedStructure_Age4 | 2 | 0.3550 | 0.3550 | 50.00% | 50.00% | 0.00% | 0.00%
Node | NeutralProcessing_Age1 | 430 | 0.0650 | 0.0300 | 51.16% | 48.14% | 0.70% | 3.02%
Node | NeutralProcessing_Age11-20 | 27 | 0.0289 | 0.0200 | 51.85% | 44.44% | 3.70% | 7.41%
Node | NeutralProcessing_Age2 | 245 | -0.0778 | -0.0600 | 45.71% | 53.47% | 0.82% | -7.76%
Node | NeutralProcessing_Age3 | 134 | 0.2383 | 0.0450 | 53.73% | 44.03% | 2.24% | 9.70%
Node | NeutralProcessing_Age4 | 104 | 0.1437 | 0.1450 | 66.35% | 33.65% | 0.00% | 32.69%
Node | NeutralProcessing_Age5 | 95 | -0.1906 | -0.1100 | 38.95% | 60.00% | 1.05% | -21.05%
Node | NeutralProcessing_Age6-10 | 202 | -0.1011 | -0.0600 | 48.02% | 51.98% | 0.00% | -3.96%
Node | ReassertionProcessing_Age1 | 174 | 0.0202 | -0.0050 | 49.43% | 50.00% | 0.57% | -0.57%
Node | ReassertionProcessing_Age2 | 32 | -0.0816 | -0.0100 | 46.88% | 53.12% | 0.00% | -6.25%
Node | ReassertionProcessing_Age3 | 1 | 0.5500 | 0.5500 | 100.00% | 0.00% | 0.00% | 100.00%
Node | RecoveryResolution_Age1 | 90 | 0.3534 | 0.1100 | 52.22% | 45.56% | 2.22% | 6.67%
Node | RecoveryResolution_Age2 | 37 | -0.1741 | -0.1100 | 45.95% | 54.05% | 0.00% | -8.11%
Node | RecoveryResolution_Age3 | 27 | 0.3607 | 0.1300 | 51.85% | 48.15% | 0.00% | 3.70%
Node | RecoveryResolution_Age4 | 1 | -0.2200 | -0.2200 | 0.00% | 100.00% | 0.00% | -100.00%
Chain | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 | 40 | -0.0708 | 0.0700 | 55.00% | 45.00% | 0.00% | 10.00%
Chain | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 | 21 | -0.1976 | 0.1000 | 57.14% | 42.86% | 0.00% | 14.29%
Chain | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 | 11 | -0.2364 | 0.1000 | 54.55% | 45.45% | 0.00% | 9.09%
Chain | CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 | 4 | -0.2575 | 0.0900 | 50.00% | 50.00% | 0.00% | 0.00%
Chain | CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 | 22 | 0.1809 | 0.0350 | 50.00% | 50.00% | 0.00% | 0.00%
Chain | CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 | 12 | 0.2858 | 0.2900 | 58.33% | 41.67% | 0.00% | 16.67%
Chain | CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 | 5 | 0.1480 | -0.1100 | 40.00% | 60.00% | 0.00% | -20.00%
Chain | CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 | 2 | -0.5150 | -0.5150 | 0.00% | 100.00% | 0.00% | -100.00%
Chain | CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 | 12 | -0.0208 | 0.0150 | 50.00% | 41.67% | 8.33% | 8.33%
Chain | CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 | 5 | -0.1420 | -0.1100 | 40.00% | 60.00% | 0.00% | -20.00%
Chain | CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 | 2 | -0.1300 | -0.1300 | 50.00% | 50.00% | 0.00% | 0.00%
Chain | CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 1 | -0.4400 | -0.4400 | 0.00% | 100.00% | 0.00% | -100.00%
Chain | CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 | 5 | -0.0580 | -0.0800 | 40.00% | 60.00% | 0.00% | -20.00%
Chain | CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 | 2 | -0.1200 | -0.1200 | 0.00% | 100.00% | 0.00% | -100.00%
Chain | CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 1 | -0.0800 | -0.0800 | 0.00% | 100.00% | 0.00% | -100.00%
Chain | CompressionProcessing_Age4 -> CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
Chain | CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 | 2 | -0.3050 | -0.3050 | 0.00% | 100.00% | 0.00% | -100.00%
Chain | CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 1 | -0.2400 | -0.2400 | 0.00% | 100.00% | 0.00% | -100.00%
Chain | CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
Chain | CompressionProcessing_Age5 -> CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
Chain | CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 1 | -0.1100 | -0.1100 | 0.00% | 100.00% | 0.00% | -100.00%
Chain | CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
Chain | CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
Chain | CompressionProcessing_Age6-10 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
Chain | ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> NeutralProcessing_Age1 | 1 | 0.1400 | 0.1400 | 100.00% | 0.00% | 0.00% | 100.00%
Chain | ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 1 | 0.1400 | 0.1400 | 100.00% | 0.00% | 0.00% | 100.00%
Chain | ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | 1 | 0.1400 | 0.1400 | 100.00% | 0.00% | 0.00% | 100.00%
Chain | ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 | 1 | 0.1400 | 0.1400 | 100.00% | 0.00% | 0.00% | 100.00%
Chain | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 29 | -0.0214 | 0.1000 | 55.17% | 44.83% | 0.00% | 10.34%
Chain | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | 14 | 0.0550 | 0.2300 | 71.43% | 28.57% | 0.00% | 42.86%
Chain | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 | 14 | 0.0550 | 0.2300 | 71.43% | 28.57% | 0.00% | 42.86%
Chain | DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 | 12 | 0.1117 | 0.2300 | 75.00% | 25.00% | 0.00% | 50.00%
Chain | DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 12 | -0.0867 | -0.2150 | 33.33% | 66.67% | 0.00% | -33.33%
Chain | DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | 7 | -0.0657 | -0.1300 | 42.86% | 57.14% | 0.00% | -14.29%
Chain | DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 | 3 | -0.1567 | -0.1300 | 33.33% | 66.67% | 0.00% | -33.33%
Chain | DestructiveRotation_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 | 3 | -0.1567 | -0.1300 | 33.33% | 66.67% | 0.00% | -33.33%
Chain | DestructiveRotation_Age2 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 | 2 | 0.3650 | 0.3650 | 100.00% | 0.00% | 0.00% | 100.00%
Chain | DestructiveRotation_Age2 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 2 | 0.3650 | 0.3650 | 100.00% | 0.00% | 0.00% | 100.00%
Chain | DestructiveRotation_Age2 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | 1 | 0.4200 | 0.4200 | 100.00% | 0.00% | 0.00% | 100.00%
Chain | DestructiveRotation_Age2 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 | 1 | 0.4200 | 0.4200 | 100.00% | 0.00% | 0.00% | 100.00%
Chain | DestructiveRotation_Age3 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 | 1 | 3.4500 | 3.4500 | 100.00% | 0.00% | 0.00% | 100.00%
Chain | DestructiveRotation_Age3 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
Chain | DestructiveRotation_Age3 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
Chain | DestructiveRotation_Age3 -> CompressionProcessing_Age1 -> CompressionProcessing_Age2 -> CompressionProcessing_Age3 -> CompressionProcessing_Age4 -> CompressionProcessing_Age5 | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
Chain | ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 | 21 | -0.3157 | -0.2700 | 47.62% | 52.38% | 0.00% | -4.76%
Chain | ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 | 16 | 0.0625 | 0.0900 | 50.00% | 50.00% | 0.00% | 0.00%
Chain | ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> ExhaustionPersistence_Age5 | 8 | -0.2363 | -0.3750 | 37.50% | 62.50% | 0.00% | -25.00%
Chain | ExhaustionPersistence_Age1 -> ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> ExhaustionPersistence_Age5 -> NeutralProcessing_Age1 | 3 | -1.0333 | -0.6200 | 0.00% | 100.00% | 0.00% | -100.00%
Chain | ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 | 16 | 0.0519 | 0.2700 | 56.25% | 43.75% | 0.00% | 12.50%
Chain | ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> ExhaustionPersistence_Age5 | 8 | 0.0775 | 0.0700 | 50.00% | 50.00% | 0.00% | 0.00%
Chain | ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> ExhaustionPersistence_Age5 -> NeutralProcessing_Age1 | 3 | -1.0133 | -0.4500 | 0.00% | 100.00% | 0.00% | -100.00%
Chain | ExhaustionPersistence_Age2 -> ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> ExhaustionPersistence_Age5 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 2 | -1.2950 | -1.2950 | 0.00% | 100.00% | 0.00% | -100.00%
Chain | ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> ExhaustionPersistence_Age5 | 8 | -0.2662 | -0.5600 | 25.00% | 75.00% | 0.00% | -50.00%
Chain | ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> ExhaustionPersistence_Age5 -> NeutralProcessing_Age1 | 3 | -0.3967 | -0.5600 | 0.00% | 100.00% | 0.00% | -100.00%
Chain | ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> ExhaustionPersistence_Age5 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 2 | -0.5600 | -0.5600 | 0.00% | 100.00% | 0.00% | -100.00%
Chain | ExhaustionPersistence_Age3 -> ExhaustionPersistence_Age4 -> ExhaustionPersistence_Age5 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | 1 | -0.5600 | -0.5600 | 0.00% | 100.00% | 0.00% | -100.00%
Chain | ExhaustionPersistence_Age4 -> ExhaustionPersistence_Age5 -> NeutralProcessing_Age1 | 3 | 0.0967 | 0.0800 | 66.67% | 33.33% | 0.00% | 33.33%
Chain | ExhaustionPersistence_Age4 -> ExhaustionPersistence_Age5 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 2 | 0.1800 | 0.1800 | 100.00% | 0.00% | 0.00% | 100.00%
Chain | ExhaustionPersistence_Age4 -> ExhaustionPersistence_Age5 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | 1 | 0.0800 | 0.0800 | 100.00% | 0.00% | 0.00% | 100.00%
Chain | ExhaustionPersistence_Age4 -> ExhaustionPersistence_Age5 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 | 1 | 0.0800 | 0.0800 | 100.00% | 0.00% | 0.00% | 100.00%
Chain | ExhaustionPersistence_Age5 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 2 | 0.1650 | 0.1650 | 50.00% | 50.00% | 0.00% | 0.00%
Chain | ExhaustionPersistence_Age5 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | 1 | -0.0600 | -0.0600 | 0.00% | 100.00% | 0.00% | -100.00%
Chain | ExhaustionPersistence_Age5 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 | 1 | -0.0600 | -0.0600 | 0.00% | 100.00% | 0.00% | -100.00%
Chain | ExhaustionPersistence_Age5 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 | 1 | -0.0600 | -0.0600 | 0.00% | 100.00% | 0.00% | -100.00%
Chain | ExhaustionPersistence_Age6-10 -> ExhaustionPersistence_Age6-10 -> ExhaustionPersistence_Age6-10 | 1 | 0.1800 | 0.1800 | 100.00% | 0.00% | 0.00% | 100.00%
Chain | ExhaustionPersistence_Age6-10 -> ExhaustionPersistence_Age6-10 -> ExhaustionPersistence_Age6-10 -> ExhaustionPersistence_Age6-10 | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
Chain | ExhaustionPersistence_Age6-10 -> ExhaustionPersistence_Age6-10 -> ExhaustionPersistence_Age6-10 -> ExhaustionPersistence_Age6-10 -> ExhaustionPersistence_Age6-10 | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
Chain | ExhaustionPersistence_Age6-10 -> ExhaustionPersistence_Age6-10 -> ExhaustionPersistence_Age6-10 -> ExhaustionPersistence_Age6-10 -> ExhaustionPersistence_Age6-10 -> ExhaustionPersistence_Age6-10 | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
Chain | MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 79 | -0.1257 | -0.0900 | 40.51% | 59.49% | 0.00% | -18.99%
Chain | MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | 43 | -0.1272 | -0.1200 | 37.21% | 62.79% | 0.00% | -25.58%
Chain | MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 | 29 | -0.1859 | -0.1900 | 31.03% | 68.97% | 0.00% | -37.93%
Chain | MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 | 26 | -0.1258 | -0.1450 | 34.62% | 65.38% | 0.00% | -30.77%
Chain | MixedStructure_Age2 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 | 6 | -0.1183 | -0.0350 | 50.00% | 50.00% | 0.00% | 0.00%
Chain | MixedStructure_Age2 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 1 | -0.3400 | -0.3400 | 0.00% | 100.00% | 0.00% | -100.00%
Chain | MixedStructure_Age2 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
Chain | MixedStructure_Age2 -> DecayToNeutral_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
Chain | MixedStructure_Age3 -> ConstructiveEmergence_Age1 -> MixedStructure_Age1 | 2 | 0.6200 | 0.6200 | 100.00% | 0.00% | 0.00% | 100.00%
Chain | MixedStructure_Age3 -> ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> NeutralProcessing_Age1 | 1 | 0.5100 | 0.5100 | 100.00% | 0.00% | 0.00% | 100.00%
Chain | MixedStructure_Age3 -> ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 1 | 0.5100 | 0.5100 | 100.00% | 0.00% | 0.00% | 100.00%
Chain | MixedStructure_Age3 -> ConstructiveEmergence_Age1 -> MixedStructure_Age1 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | 1 | 0.5100 | 0.5100 | 100.00% | 0.00% | 0.00% | 100.00%
Chain | MixedStructure_Age4 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 | 1 | -0.3100 | -0.3100 | 0.00% | 100.00% | 0.00% | -100.00%
Chain | MixedStructure_Age4 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
Chain | MixedStructure_Age4 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
Chain | MixedStructure_Age4 -> NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 -> NeutralProcessing_Age4 -> NeutralProcessing_Age5 | 0 | 0.0000 | 0.0000 | 0.00% | 0.00% | 0.00% | 0.00%
Chain | NeutralProcessing_Age1 -> NeutralProcessing_Age2 -> NeutralProcessing_Age3 | 135 | -0.0030 | 0.0400 | 51.85% | 46.67% | 1.48% | 5.19%
