File,StateRunId,RunLength,EntryBarIndex,MeanSignedReturn,MaxSignedReturn,EntrySignedReturn,BestMFE,WorstMAE
xApvaV01StateLog_ES.csv,289.0,1,2398,2.5,2.5,2.5,7.0,-0.25
xApvaV01StateLog_ES.csv,290.0,1,2400,-1.0,-1.0,-1.0,4.25,-3.5
xApvaV01StateLog_ES.csv,291.0,1,2401,1.75,1.75,1.75,4.5,-3.25
xApvaV01StateLog_ES.csv,292.0,1,2402,2.25,2.25,2.25,4.0,-4.75
xApvaV01StateLog_ES.csv,293.0,1,2403,10.75,10.75,10.75,13.0,-1.5
xApvaV01StateLog_ES.csv,294.0,1,2404,8.0,8.0,8.0,12.25,-2.75
xApvaV01StateLog_ES.csv,295.0,1,2405,9.5,9.5,9.5,14.25,-0.5
xApvaV01StateLog_ES.csv,296.0,1,2406,8.25,8.25,8.25,11.75,-2.0
xApvaV01StateLog_ES.csv,297.0,1,2407,14.25,14.25,14.25,16.0,-0.25
xApvaV01StateLog_ES.csv,298.0,1,2408,6.75,6.75,6.75,9.5,-5.75
xApvaV01StateLog_ES.csv,299.0,1,2409,9.75,9.75,9.75,10.5,-4.75
xApvaV01StateLog_ES.csv,300.0,1,2482,-10.75,-10.75,-10.75,4.5,-13.5
xApvaV01StateLog_ES.csv,301.0,1,2483,-15.25,-15.25,-15.25,0.5,-17.5
xApvaV01StateLog_ES.csv,302.0,1,2502,-8.0,-8.0,-8.0,4.75,-8.75
xApvaV01StateLog_ES.csv,303.0,1,2503,-9.5,-9.5,-9.5,2.5,-12.25
xApvaV01StateLog_ES.csv,304.0,1,2555,2.25,2.25,2.25,6.25,-3.5
xApvaV01StateLog_ES.csv,305.0,1,2556,-2.0,-2.0,-2.0,5.0,-7.0
xApvaV01StateLog_ES.csv,306.0,1,2559,10.0,10.0,10.0,11.25,-2.5
xApvaV01StateLog_ES.csv,307.0,1,2577,-5.25,-5.25,-5.25,0.5,-9.25
xApvaV01StateLog_ES.csv,308.0,1,2578,0.25,0.25,0.25,0.75,-6.75
xApvaV01StateLog_ES.csv,309.0,1,2618,7.5,7.5,7.5,15.75,-3.5
xApvaV01StateLog_ES.csv,310.0,1,2619,0.75,0.75,0.75,7.0,-12.0
xApvaV01StateLog_ES.csv,311.0,1,2620,-7.5,-7.5,-7.5,4.25,-10.75
xApvaV01StateLog_ES.csv,312.0,1,2621,-3.25,-3.25,-3.25,8.0,-11.5
xApvaV01StateLog_ES.csv,313.0,1,2626,2.0,2.0,2.0,13.5,-2.25
xApvaV01StateLog_ES.csv,314.0,1,2627,-3.25,-3.25,-3.25,8.5,-8.25
xApvaV01StateLog_ES.csv,315.0,1,2633,-17.5,-17.5,-17.5,7.0,-20.0
xApvaV01StateLog_ES.csv,316.0,1,2641,-10.25,-10.25,-10.25,6.5,-11.25
xApvaV01StateLog_ES.csv,317.0,1,2642,9.0,9.0,9.0,10.75,-5.75
xApvaV01StateLog_ES.csv,318.0,1,2671,6.0,6.0,6.0,6.75,-4.0
xApvaV01StateLog_ES.csv,319.0,1,2688,-2.75,-2.75,-2.75,2.0,-11.25
xApvaV01StateLog_ES.csv,320.0,1,2690,1.5,1.5,1.5,7.75,-2.75
xApvaV01StateLog_ES.csv,321.0,1,2691,0.75,0.75,0.75,5.75,-2.25
xApvaV01StateLog_ES.csv,322.0,1,2692,-4.25,-4.25,-4.25,2.25,-5.75
xApvaV01StateLog_ES.csv,323.0,1,2693,-0.75,-0.75,-0.75,2.25,-2.25
xApvaV01StateLog_ES.csv,324.0,1,2698,-10.0,-10.0,-10.0,3.25,-22.25
xApvaV01StateLog_ES.csv,325.0,1,2699,-31.0,-31.0,-31.0,2.75,-31.25
xApvaV01StateLog_ES.csv,326.0,1,2705,-5.5,-5.5,-5.5,2.25,-20.0
xApvaV01StateLog_ES.csv,327.0,1,2713,6.25,6.25,6.25,12.0,-11.0
xApvaV01StateLog_ES.csv,328.0,1,2714,-15.0,-15.0,-15.0,7.5,-15.5
xApvaV01StateLog_ES.csv,329.0,1,2750,12.25,12.25,12.25,14.25,-5.25
xApvaV01StateLog_ES.csv,330.0,1,2758,4.0,4.0,4.0,6.5,-8.75
xApvaV01StateLog_ES.csv,331.0,1,2759,10.0,10.0,10.0,12.75,-4.75
xApvaV01StateLog_ES.csv,332.0,1,2789,23.25,23.25,23.25,50.25,21.25
xApvaV01StateLog_ES.csv,333.0,1,2790,-8.0,-8.0,-8.0,14.5,-17.5
xApvaV01StateLog_ES.csv,334.0,1,2804,-5.0,-5.0,-5.0,12.25,-8.5
xApvaV01StateLog_ES.csv,335.0,1,2821,-22.25,-22.25,-22.25,3.5,-25.25
xApvaV01StateLog_ES.csv,336.0,1,2824,14.25,14.25,14.25,15.75,0.0
xApvaV01StateLog_ES.csv,337.0,1,2852,6.0,6.0,6.0,17.0,-0.25
xApvaV01StateLog_ES.csv,338.0,1,2861,18.75,18.75,18.75,20.0,-2.75
xApvaV01StateLog_ES.csv,339.0,1,2862,4.5,4.5,4.5,17.0,-1.75
xApvaV01StateLog_ES.csv,340.0,1,2863,10.25,10.25,10.25,15.75,-0.25
xApvaV01StateLog_ES.csv,341.0,1,2879,-25.5,-25.5,-25.5,-8.25,-38.0
xApvaV01StateLog_ES.csv,342.0,1,2880,-5.0,-5.0,-5.0,13.75,-16.0
xApvaV01StateLog_ES.csv,343.0,1,2888,-26.75,-26.75,-26.75,1.25,-37.5
xApvaV01StateLog_ES.csv,344.0,1,2889,10.0,10.0,10.0,17.25,-8.25
xApvaV01StateLog_ES.csv,345.0,1,2890,11.5,11.5,11.5,21.5,-4.0
xApvaV01StateLog_ES.csv,346.0,1,2897,9.75,9.75,9.75,27.25,-6.25
xApvaV01StateLog_ES.csv,347.0,1,2898,4.75,4.75,4.75,31.0,-2.5
xApvaV01StateLog_ES.csv,348.0,1,2900,11.5,11.5,11.5,31.5,0.0
xApvaV01StateLog_ES.csv,349.0,1,2903,-14.25,-14.25,-14.25,0.5,-16.75
xApvaV01StateLog_ES.csv,350.0,1,2904,-3.0,-3.0,-3.0,2.75,-10.25
xApvaV01StateLog_ES.csv,351.0,1,2905,-3.5,-3.5,-3.5,2.5,-10.5
xApvaV01StateLog_ES.csv,352.0,1,2906,1.5,1.5,1.5,4.5,-6.5
xApvaV01StateLog_ES.csv,353.0,1,2911,14.75,14.75,14.75,16.5,-1.5
xApvaV01StateLog_ES.csv,354.0,1,2912,12.5,12.5,12.5,16.0,-0.5
xApvaV01StateLog_ES.csv,355.0,1,2955,1.75,1.75,1.75,5.5,-4.0
xApvaV01StateLog_ES.csv,356.0,1,2987,-0.75,-0.75,-0.75,4.25,-18.25
xApvaV01StateLog_ES.csv,357.0,1,2989,-2.75,-2.75,-2.75,5.5,-17.0
xApvaV01StateLog_ES.csv,358.0,1,2992,-8.25,-8.25,-8.25,11.0,-8.5
xApvaV01StateLog_ES.csv,359.0,1,2993,-7.25,-7.25,-7.25,10.25,-10.5
xApvaV01StateLog_ES.csv,360.0,1,2994,-13.25,-13.25,-13.25,1.5,-19.0
xApvaV01StateLog_ES.csv,361.0,1,3058,40.0,40.0,40.0,48.0,-1.75
xApvaV01StateLog_ES.csv,362.0,1,3059,40.25,40.25,40.25,49.25,24.0
xApvaV01StateLog_ES.csv,363.0,1,3082,1.5,1.5,1.5,8.25,-1.75
xApvaV01StateLog_ES.csv,364.0,1,3083,-2.75,-2.75,-2.75,1.75,-5.75
xApvaV01StateLog_ES.csv,365.0,1,3091,3.25,3.25,3.25,5.25,-3.0
xApvaV01StateLog_ES.csv,366.0,1,3098,7.5,7.5,7.5,9.0,0.0
xApvaV01StateLog_ES.csv,367.0,1,3100,-6.75,-6.75,-6.75,4.25,-7.5
xApvaV01StateLog_ES.csv,368.0,1,3103,1.75,1.75,1.75,12.0,-10.5
xApvaV01StateLog_ES.csv,369.0,1,3104,-6.75,-6.75,-6.75,9.0,-13.5
xApvaV01StateLog_ES.csv,370.0,1,3105,-12.25,-12.25,-12.25,1.0,-21.5
xApvaV01StateLog_ES.csv,371.0,1,3130,7.0,7.0,7.0,12.25,-0.25
xApvaV01StateLog_ES.csv,372.0,1,3132,1.75,1.75,1.75,8.5,-4.75
xApvaV01StateLog_ES.csv,373.0,1,3133,-2.5,-2.5,-2.5,4.25,-9.0
xApvaV01StateLog_ES.csv,374.0,1,3138,-1.25,-1.25,-1.25,0.25,-4.75
xApvaV01StateLog_ES.csv,375.0,3,3140,-2.1666666666666665,7.0,-6.25,8.25,-9.25
