APVA Age Transition Matrix Study v0.1 - Aggregate
==========================================================

Instruments: 6E, CL, NQ

Aggregate Transition Matrix Lag 1
========================================
State                        Age    NextState                        6E_N    6E_Prob    6E_Lift     CL_N    CL_Prob    CL_Lift     NQ_N    NQ_Prob    NQ_Lift  ValidN   MeanProb   MeanLift
RecoveryResolution           3      ExhaustionPersistence              16      6.37%      1.193        3     11.11%      1.693        0      0.00%        N/A       2      8.74%      1.443
RecoveryResolution           3      MixedStructure                     22      8.76%      0.842        2      7.41%      0.639        1     11.11%      1.005       3      9.09%      0.829
RecoveryResolution           3      NeutralProcessing                  77     30.68%      0.637       13     48.15%      1.010        4     44.44%      0.878       3     41.09%      0.841
RecoveryResolution           3      ReassertionProcessing               2      0.80%      0.140        0      0.00%        N/A        1     11.11%      1.196       2      5.95%      0.668
RecoveryResolution           3      RecoveryResolution                 24      9.56%      1.988        2      7.41%      1.241        0      0.00%        N/A       2      8.48%      1.614
RecoveryResolution           4      CompressionProcessing              10     62.50%      3.396        1    100.00%      7.660        0      0.00%        N/A       2     81.25%      5.528

Aggregate Transition Matrix Lag 5
========================================
State                        Age    NextState                        6E_N    6E_Prob    6E_Lift     CL_N    CL_Prob    CL_Lift     NQ_N    NQ_Prob    NQ_Lift  ValidN   MeanProb   MeanLift
CompressionProcessing        1      CompressionProcessing             624     21.31%      1.158       31     17.61%      1.348       13     14.61%      1.372       3     17.84%      1.293
CompressionProcessing        1      ConstructiveEmergence               6      0.20%      0.870        1      0.57%      1.268        1      1.12%      1.545       3      0.63%      1.228
CompressionProcessing        1      DecayToNeutral                    122      4.17%      0.989        6      3.41%      0.887        6      6.74%      1.509       3      4.77%      1.128
CompressionProcessing        1      DestructiveRotation                74      2.53%      0.940        9      5.11%      1.631        2      2.25%      0.548       3      3.30%      1.039
CompressionProcessing        1      ExhaustionPersistence             194      6.63%      1.240       21     11.93%      1.816        3      3.37%      0.606       3      7.31%      1.221
CompressionProcessing        1      MixedStructure                    289      9.87%      0.949       16      9.09%      0.786       10     11.24%      1.020       3     10.07%      0.918
CompressionProcessing        1      NeutralProcessing                1332     45.49%      0.944       70     39.77%      0.834       45     50.56%      0.998       3     45.28%      0.926
CompressionProcessing        1      ReassertionProcessing             117      4.00%      0.701       10      5.68%      0.735        6      6.74%      0.725       3      5.47%      0.720
CompressionProcessing        1      RecoveryResolution                170      5.81%      1.207       12      6.82%      1.142        3      3.37%      0.954       3      5.33%      1.101
CompressionProcessing        2      CompressionProcessing             372     22.42%      1.218       11     11.96%      0.915       10     19.61%      1.841       3     18.00%      1.325
CompressionProcessing        2      DecayToNeutral                     65      3.92%      0.930        3      3.26%      0.848        4      7.84%      1.756       3      5.01%      1.178
CompressionProcessing        2      DestructiveRotation                44      2.65%      0.986        2      2.17%      0.693        2      3.92%      0.956       3      2.92%      0.878
CompressionProcessing        2      ExhaustionPersistence              96      5.79%      1.083        9      9.78%      1.489        1      1.96%      0.353       3      5.84%      0.975
CompressionProcessing        2      MixedStructure                    147      8.86%      0.852        7      7.61%      0.658        7     13.73%      1.246       3     10.06%      0.919
CompressionProcessing        2      NeutralProcessing                 756     45.57%      0.946       45     48.91%      1.026       24     47.06%      0.929       3     47.18%      0.967
CompressionProcessing        2      ReassertionProcessing              76      4.58%      0.803        6      6.52%      0.844        1      1.96%      0.211       3      4.35%      0.619
CompressionProcessing        2      RecoveryResolution                102      6.15%      1.278        9      9.78%      1.638        2      3.92%      1.110       3      6.62%      1.342
CompressionProcessing        3      CompressionProcessing             187     22.26%      1.209        6     14.63%      1.120        4     13.33%      1.252       3     16.74%      1.194
CompressionProcessing        3      DecayToNeutral                     33      3.93%      0.932        1      2.44%      0.634        1      3.33%      0.746       3      3.23%      0.771
CompressionProcessing        3      DestructiveRotation                30      3.57%      1.328        2      4.88%      1.556        2      6.67%      1.624       3      5.04%      1.503
CompressionProcessing        3      ExhaustionPersistence              47      5.60%      1.047        4      9.76%      1.485        3     10.00%      1.799       3      8.45%      1.444
CompressionProcessing        3      MixedStructure                     77      9.17%      0.881        4      9.76%      0.843        3     10.00%      0.908       3      9.64%      0.877
CompressionProcessing        3      NeutralProcessing                 369     43.93%      0.911       19     46.34%      0.972       14     46.67%      0.921       3     45.65%      0.935
CompressionProcessing        3      ReassertionProcessing              35      4.17%      0.730        1      2.44%      0.316        1      3.33%      0.358       3      3.31%      0.468
CompressionProcessing        3      RecoveryResolution                 62      7.38%      1.534        4      9.76%      1.634        1      3.33%      0.944       3      6.82%      1.370
CompressionProcessing        4      CompressionProcessing             107     20.27%      1.101        2      9.09%      0.696        4     22.22%      2.087       3     17.19%      1.295
CompressionProcessing        4      DecayToNeutral                     24      4.55%      1.078        2      9.09%      2.365        0      0.00%        N/A       2      6.82%      1.721
CompressionProcessing        4      DestructiveRotation                13      2.46%      0.916        0      0.00%        N/A        1      5.56%      1.354       2      4.01%      1.135
CompressionProcessing        4      ExhaustionPersistence              33      6.25%      1.170        2      9.09%      1.384        0      0.00%        N/A       2      7.67%      1.277
CompressionProcessing        4      MixedStructure                     41      7.77%      0.747        3     13.64%      1.178        3     16.67%      1.513       3     12.69%      1.146
CompressionProcessing        4      NeutralProcessing                 246     46.59%      0.967        9     40.91%      0.858        9     50.00%      0.987       3     45.83%      0.937
CompressionProcessing        4      ReassertionProcessing              25      4.73%      0.830        1      4.55%      0.588        1      5.56%      0.597       3      4.95%      0.672
CompressionProcessing        4      RecoveryResolution                 39      7.39%      1.535        3     13.64%      2.283        0      0.00%        N/A       2     10.51%      1.909
CompressionProcessing        5      CompressionProcessing              60     21.28%      1.156        2     16.67%      1.276        2     25.00%      2.348       3     20.98%      1.593
CompressionProcessing        5      DecayToNeutral                      7      2.48%      0.589        0      0.00%        N/A        1     12.50%      2.798       2      7.49%      1.693
CompressionProcessing        5      DestructiveRotation                 5      1.77%      0.659        1      8.33%      2.658        0      0.00%        N/A       2      5.05%      1.659
CompressionProcessing        5      ExhaustionPersistence              18      6.38%      1.194        1      8.33%      1.268        0      0.00%        N/A       2      7.36%      1.231
CompressionProcessing        5      MixedStructure                     24      8.51%      0.818        2     16.67%      1.440        0      0.00%        N/A       2     12.59%      1.129
CompressionProcessing        5      NeutralProcessing                 127     45.04%      0.934        3     25.00%      0.524        5     62.50%      1.234       3     44.18%      0.898
CompressionProcessing        5      ReassertionProcessing              23      8.16%      1.430        2     16.67%      2.157        0      0.00%        N/A       2     12.41%      1.793
CompressionProcessing        5      RecoveryResolution                 17      6.03%      1.253        1      8.33%      1.395        0      0.00%        N/A       2      7.18%      1.324
CompressionProcessing        6-10   CompressionProcessing              49     19.84%      1.078        1     16.67%      1.276        0      0.00%        N/A       2     18.25%      1.177
CompressionProcessing        6-10   MixedStructure                     31     12.55%      1.207        1     16.67%      1.440        0      0.00%        N/A       2     14.61%      1.323
CompressionProcessing        6-10   NeutralProcessing                  98     39.68%      0.823        4     66.67%      1.399        9    100.00%      1.974       3     68.78%      1.399
ConstructiveEmergence        1      DestructiveRotation                 2      2.41%      0.896        1      8.33%      2.658        0      0.00%        N/A       2      5.37%      1.777
ConstructiveEmergence        1      MixedStructure                      9     10.84%      1.042        1      8.33%      0.720        0      0.00%        N/A       2      9.59%      0.881
ConstructiveEmergence        1      NeutralProcessing                  44     53.01%      1.100        8     66.67%      1.399       11     78.57%      1.551       3     66.08%      1.350
ConstructiveEmergence        1      ReassertionProcessing               9     10.84%      1.901        1      8.33%      1.079        1      7.14%      0.768       3      8.77%      1.249
ConstructiveEmergence        1      RecoveryResolution                  3      3.61%      0.751        0      0.00%        N/A        2     14.29%      4.044       2      8.95%      2.398
DecayToNeutral               1      CompressionProcessing             258     17.37%      0.944        8      7.77%      0.595        5      5.81%      0.546       3     10.32%      0.695
DecayToNeutral               1      ConstructiveEmergence               3      0.20%      0.858        0      0.00%        N/A        3      3.49%      4.797       2      1.85%      2.827
DecayToNeutral               1      DecayToNeutral                     71      4.78%      1.134        5      4.85%      1.263        5      5.81%      1.301       3      5.15%      1.233
DecayToNeutral               1      DestructiveRotation                48      3.23%      1.202        2      1.94%      0.619        2      2.33%      0.567       3      2.50%      0.796
DecayToNeutral               1      ExhaustionPersistence              81      5.45%      1.021       11     10.68%      1.626        3      3.49%      0.628       3      6.54%      1.091
DecayToNeutral               1      MixedStructure                    172     11.58%      1.114       16     15.53%      1.342        8      9.30%      0.845       3     12.14%      1.100
DecayToNeutral               1      NeutralProcessing                 681     45.86%      0.952       49     47.57%      0.998       51     59.30%      1.171       3     50.91%      1.040
DecayToNeutral               1      ReassertionProcessing             100      6.73%      1.181        6      5.83%      0.754        5      5.81%      0.625       3      6.12%      0.853
DecayToNeutral               1      RecoveryResolution                 71      4.78%      0.994        6      5.83%      0.975        4      4.65%      1.317       3      5.09%      1.095
DestructiveRotation          1      CompressionProcessing             153     18.32%      0.996        8     11.27%      0.862        4      6.35%      0.596       3     11.98%      0.818
DestructiveRotation          1      ConstructiveEmergence               4      0.48%      2.035        1      1.41%      3.144        1      1.59%      2.183       3      1.16%      2.454
DestructiveRotation          1      DecayToNeutral                     45      5.39%      1.279        1      1.41%      0.366        1      1.59%      0.355       3      2.79%      0.667
DestructiveRotation          1      DestructiveRotation                26      3.11%      1.158        4      5.63%      1.797        3      4.76%      1.160       3      4.50%      1.372
DestructiveRotation          1      ExhaustionPersistence              48      5.75%      1.076        4      5.63%      0.858        5      7.94%      1.428       3      6.44%      1.120
DestructiveRotation          1      MixedStructure                     89     10.66%      1.025       10     14.08%      1.217        5      7.94%      0.721       3     10.89%      0.988
DestructiveRotation          1      NeutralProcessing                 393     47.07%      0.977       29     40.85%      0.857       31     49.21%      0.972       3     45.71%      0.935
DestructiveRotation          1      ReassertionProcessing              38      4.55%      0.798        4      5.63%      0.729        6      9.52%      1.024       3      6.57%      0.850
DestructiveRotation          1      RecoveryResolution                 39      4.67%      0.971       10     14.08%      2.358        7     11.11%      3.145       3      9.96%      2.158
DestructiveRotation          2      CompressionProcessing              17     17.00%      0.924        2     16.67%      1.276        2     18.18%      1.707       3     17.28%      1.302
DestructiveRotation          2      DecayToNeutral                      4      4.00%      0.949        0      0.00%        N/A        2     18.18%      4.070       2     11.09%      2.509
DestructiveRotation          2      ExhaustionPersistence               3      3.00%      0.561        2     16.67%      2.537        0      0.00%        N/A       2      9.83%      1.549
DestructiveRotation          2      MixedStructure                     11     11.00%      1.058        1      8.33%      0.720        1      9.09%      0.825       3      9.47%      0.868
DestructiveRotation          2      NeutralProcessing                  55     55.00%      1.141        5     41.67%      0.874        5     45.45%      0.897       3     47.37%      0.971
DestructiveRotation          2      ReassertionProcessing               3      3.00%      0.526        0      0.00%        N/A        1      9.09%      0.978       2      6.05%      0.752
DestructiveRotation          2      RecoveryResolution                  3      3.00%      0.624        2     16.67%      2.791        0      0.00%        N/A       2      9.83%      1.707
DestructiveRotation          3      NeutralProcessing                   8     72.73%      1.509        0      0.00%        N/A        4     80.00%      1.579       2     76.36%      1.544
ExhaustionPersistence        1      CompressionProcessing             300     26.88%      1.460       29     29.90%      2.288       10     19.61%      1.841       3     25.46%      1.863
ExhaustionPersistence        1      DecayToNeutral                     50      4.48%      1.063        6      6.19%      1.609        2      3.92%      0.878       3      4.86%      1.183
ExhaustionPersistence        1      DestructiveRotation                26      2.33%      0.866        2      2.06%      0.658        1      1.96%      0.478       3      2.12%      0.667
ExhaustionPersistence        1      ExhaustionPersistence              87      7.80%      1.459        6      6.19%      0.942        5      9.80%      1.764       3      7.93%      1.388
ExhaustionPersistence        1      MixedStructure                    103      9.23%      0.887        5      5.15%      0.445        5      9.80%      0.890       3      8.06%      0.741
ExhaustionPersistence        1      NeutralProcessing                 451     40.41%      0.839       40     41.24%      0.865       25     49.02%      0.968       3     43.56%      0.890
ExhaustionPersistence        1      ReassertionProcessing              24      2.15%      0.377        3      3.09%      0.400        1      1.96%      0.211       3      2.40%      0.329
ExhaustionPersistence        1      RecoveryResolution                 70      6.27%      1.304        6      6.19%      1.036        2      3.92%      1.110       3      5.46%      1.150
ExhaustionPersistence        2      CompressionProcessing              74     24.34%      1.323        6     19.35%      1.481        9     47.37%      4.448       3     30.36%      2.417
ExhaustionPersistence        2      DestructiveRotation                10      3.29%      1.223        1      3.23%      1.029        1      5.26%      1.282       3      3.93%      1.178
ExhaustionPersistence        2      ExhaustionPersistence              30      9.87%      1.847        4     12.90%      1.964        2     10.53%      1.894       3     11.10%      1.901
ExhaustionPersistence        2      MixedStructure                     23      7.57%      0.727        5     16.13%      1.394        1      5.26%      0.478       3      9.65%      0.866
ExhaustionPersistence        2      NeutralProcessing                 121     39.80%      0.826       14     45.16%      0.947        5     26.32%      0.520       3     37.09%      0.764
ExhaustionPersistence        2      ReassertionProcessing               8      2.63%      0.461        1      3.23%      0.417        0      0.00%        N/A       2      2.93%      0.439
ExhaustionPersistence        2      RecoveryResolution                 22      7.24%      1.504        0      0.00%        N/A        1      5.26%      1.490       2      6.25%      1.497
ExhaustionPersistence        3      CompressionProcessing              50     21.37%      1.161        3     14.29%      1.093        3     21.43%      2.012       3     19.03%      1.422
ExhaustionPersistence        3      DecayToNeutral                     16      6.84%      1.622        2      9.52%      2.477        2     14.29%      3.198       3     10.22%      2.432
ExhaustionPersistence        3      DestructiveRotation                10      4.27%      1.589        1      4.76%      1.519        1      7.14%      1.741       3      5.39%      1.616
ExhaustionPersistence        3      ExhaustionPersistence              15      6.41%      1.200        3     14.29%      2.175        0      0.00%        N/A       2     10.35%      1.687
ExhaustionPersistence        3      MixedStructure                     17      7.26%      0.698        4     19.05%      1.646        1      7.14%      0.649       3     11.15%      0.998
ExhaustionPersistence        3      NeutralProcessing                 101     43.16%      0.896        5     23.81%      0.499        6     42.86%      0.846       3     36.61%      0.747
ExhaustionPersistence        3      RecoveryResolution                 13      5.56%      1.155        3     14.29%      2.392        1      7.14%      2.022       3      8.99%      1.856
ExhaustionPersistence        4      CompressionProcessing              27     18.88%      1.026        3     18.75%      1.435        1      9.09%      0.854       3     15.57%      1.105
ExhaustionPersistence        4      DecayToNeutral                      9      6.29%      1.493        1      6.25%      1.626        2     18.18%      4.070       3     10.24%      2.396
ExhaustionPersistence        4      ExhaustionPersistence               5      3.50%      0.654        2     12.50%      1.903        1      9.09%      1.636       3      8.36%      1.398
ExhaustionPersistence        4      MixedStructure                     10      6.99%      0.672        3     18.75%      1.620        3     27.27%      2.476       3     17.67%      1.590
ExhaustionPersistence        4      NeutralProcessing                  73     51.05%      1.059        6     37.50%      0.787        4     36.36%      0.718       3     41.64%      0.855
ExhaustionPersistence        4      RecoveryResolution                  6      4.20%      0.872        1      6.25%      1.046        0      0.00%        N/A       2      5.22%      0.959
ExhaustionPersistence        5      CompressionProcessing              10     17.24%      0.937        0      0.00%        N/A        1     16.67%      1.565       2     16.95%      1.251
ExhaustionPersistence        5      ExhaustionPersistence               4      6.90%      1.291        1     12.50%      1.903        0      0.00%        N/A       2      9.70%      1.597
ExhaustionPersistence        5      MixedStructure                      4      6.90%      0.663        1     12.50%      1.080        0      0.00%        N/A       2      9.70%      0.872
ExhaustionPersistence        5      NeutralProcessing                  32     55.17%      1.145        4     50.00%      1.049        5     83.33%      1.645       3     62.84%      1.280
ExhaustionPersistence        5      RecoveryResolution                  3      5.17%      1.075        2     25.00%      4.186        0      0.00%        N/A       2     15.09%      2.631
ExhaustionPersistence        6-10   MixedStructure                      2      6.90%      0.663        1     33.33%      2.881        2     33.33%      3.027       3     24.52%      2.190
ExhaustionPersistence        6-10   NeutralProcessing                  14     48.28%      1.002        2     66.67%      1.399        4     66.67%      1.316       3     60.54%      1.239
MixedStructure               1      CompressionProcessing             677     20.75%      1.127       43     15.41%      1.180       29     15.85%      1.488       3     17.34%      1.265
MixedStructure               1      ConstructiveEmergence              10      0.31%      1.302        0      0.00%        N/A        1      0.55%      0.751       2      0.43%      1.027
MixedStructure               1      DecayToNeutral                    136      4.17%      0.989        9      3.23%      0.839        9      4.92%      1.101       3      4.10%      0.976
MixedStructure               1      DestructiveRotation                56      1.72%      0.638        6      2.15%      0.686       10      5.46%      1.332       3      3.11%      0.885
MixedStructure               1      ExhaustionPersistence             174      5.33%      0.998       17      6.09%      0.927        8      4.37%      0.786       3      5.27%      0.904
MixedStructure               1      MixedStructure                    322      9.87%      0.949       27      9.68%      0.836       20     10.93%      0.992       3     10.16%      0.926
MixedStructure               1      NeutralProcessing                1572     48.18%      1.000      147     52.69%      1.105       88     48.09%      0.949       3     49.65%      1.018
MixedStructure               1      ReassertionProcessing             160      4.90%      0.860       16      5.73%      0.742       17      9.29%      0.999       3      6.64%      0.867
MixedStructure               1      RecoveryResolution                156      4.78%      0.994       14      5.02%      0.840        1      0.55%      0.155       3      3.45%      0.663
MixedStructure               2      CompressionProcessing              66     18.59%      1.010        5     17.86%      1.367        3     11.11%      1.043       3     15.85%      1.140
MixedStructure               2      ConstructiveEmergence               1      0.28%      1.197        1      3.57%      7.973        0      0.00%        N/A       2      1.93%      4.585
MixedStructure               2      DecayToNeutral                     17      4.79%      1.136        1      3.57%      0.929        0      0.00%        N/A       2      4.18%      1.033
MixedStructure               2      DestructiveRotation                 6      1.69%      0.629        0      0.00%        N/A        2      7.41%      1.805       2      4.55%      1.217
MixedStructure               2      MixedStructure                     41     11.55%      1.110        2      7.14%      0.617        2      7.41%      0.673       3      8.70%      0.800
MixedStructure               2      NeutralProcessing                 167     47.04%      0.976       14     50.00%      1.049       15     55.56%      1.097       3     50.87%      1.041
MixedStructure               2      ReassertionProcessing              14      3.94%      0.691        3     10.71%      1.387        2      7.41%      0.797       3      7.36%      0.958
MixedStructure               2      RecoveryResolution                 25      7.04%      1.464        2      7.14%      1.196        3     11.11%      3.145       3      8.43%      1.935
MixedStructure               3      CompressionProcessing               8     19.05%      1.035        0      0.00%        N/A        2     50.00%      4.695       2     34.52%      2.865
MixedStructure               3      DestructiveRotation                 1      2.38%      0.885        0      0.00%        N/A        1     25.00%      6.092       2     13.69%      3.489
MixedStructure               3      MixedStructure                      7     16.67%      1.602        0      0.00%        N/A        1     25.00%      2.270       2     20.83%      1.936
MixedStructure               3      NeutralProcessing                  17     40.48%      0.840        4     80.00%      1.678        0      0.00%        N/A       2     60.24%      1.259
MixedStructure               4      NeutralProcessing                   6     75.00%      1.556        1     50.00%      1.049        2    100.00%      1.974       3     75.00%      1.526
NeutralProcessing            1      CompressionProcessing            1011     17.83%      0.969       52     11.71%      0.896       21      7.07%      0.664       3     12.20%      0.843
NeutralProcessing            1      ConstructiveEmergence              14      0.25%      1.049        1      0.23%      0.503        1      0.34%      0.463       3      0.27%      0.671
NeutralProcessing            1      DecayToNeutral                    250      4.41%      1.046       10      2.25%      0.586       11      3.70%      0.829       3      3.45%      0.820
NeutralProcessing            1      DestructiveRotation               156      2.75%      1.023       10      2.25%      0.718       13      4.38%      1.067       3      3.13%      0.936
NeutralProcessing            1      ExhaustionPersistence             274      4.83%      0.904       25      5.63%      0.857       12      4.04%      0.727       3      4.83%      0.829
NeutralProcessing            1      MixedStructure                    618     10.90%      1.048       60     13.51%      1.168       35     11.78%      1.070       3     12.07%      1.095
NeutralProcessing            1      NeutralProcessing                2739     48.30%      1.002      220     49.55%      1.039      161     54.21%      1.070       3     50.69%      1.037
NeutralProcessing            1      ReassertionProcessing             379      6.68%      1.172       36      8.11%      1.049       31     10.44%      1.122       3      8.41%      1.114
NeutralProcessing            1      RecoveryResolution                230      4.06%      0.843       30      6.76%      1.131       12      4.04%      1.144       3      4.95%      1.039
NeutralProcessing            11-20  CompressionProcessing             159     17.85%      0.970        2      6.67%      0.510        8     21.62%      2.030       3     15.38%      1.170
NeutralProcessing            11-20  DecayToNeutral                     34      3.82%      0.905        1      3.33%      0.867        0      0.00%        N/A       2      3.57%      0.886
NeutralProcessing            11-20  DestructiveRotation                17      1.91%      0.710        0      0.00%        N/A        2      5.41%      1.317       2      3.66%      1.013
NeutralProcessing            11-20  ExhaustionPersistence              42      4.71%      0.882        7     23.33%      3.552        2      5.41%      0.972       3     11.15%      1.802
NeutralProcessing            11-20  MixedStructure                     85      9.54%      0.917        2      6.67%      0.576        2      5.41%      0.491       3      7.20%      0.661
NeutralProcessing            11-20  NeutralProcessing                 469     52.64%      1.092       13     43.33%      0.909       18     48.65%      0.960       3     48.21%      0.987
NeutralProcessing            11-20  ReassertionProcessing              41      4.60%      0.807        2      6.67%      0.863        3      8.11%      0.872       3      6.46%      0.847
NeutralProcessing            11-20  RecoveryResolution                 42      4.71%      0.980        3     10.00%      1.674        2      5.41%      1.530       3      6.71%      1.395
NeutralProcessing            2      CompressionProcessing             496     15.48%      0.841       30     11.90%      0.911        8      4.57%      0.429       3     10.65%      0.727
NeutralProcessing            2      ConstructiveEmergence               7      0.22%      0.928        0      0.00%        N/A        2      1.14%      1.571       2      0.68%      1.250
NeutralProcessing            2      DecayToNeutral                    123      3.84%      0.910        9      3.57%      0.929        8      4.57%      1.023       3      3.99%      0.954
NeutralProcessing            2      DestructiveRotation               101      3.15%      1.172       10      3.97%      1.266        3      1.71%      0.418       3      2.94%      0.952
NeutralProcessing            2      ExhaustionPersistence             151      4.71%      0.882       12      4.76%      0.725        9      5.14%      0.925       3      4.87%      0.844
NeutralProcessing            2      MixedStructure                    343     10.70%      1.029       29     11.51%      0.995       30     17.14%      1.557       3     13.12%      1.193
NeutralProcessing            2      NeutralProcessing                1628     50.80%      1.054      123     48.81%      1.024       87     49.71%      0.982       3     49.77%      1.020
NeutralProcessing            2      ReassertionProcessing             224      6.99%      1.225       30     11.90%      1.541       23     13.14%      1.413       3     10.68%      1.393
NeutralProcessing            2      RecoveryResolution                132      4.12%      0.856        9      3.57%      0.598        5      2.86%      0.809       3      3.52%      0.754
NeutralProcessing            3      CompressionProcessing             268     15.28%      0.830       17     12.23%      0.936        6      5.41%      0.508       3     10.97%      0.758
NeutralProcessing            3      ConstructiveEmergence               5      0.29%      1.211        2      1.44%      3.212        2      1.80%      2.477       3      1.18%      2.300
NeutralProcessing            3      DecayToNeutral                     69      3.93%      0.933        5      3.60%      0.936        8      7.21%      1.613       3      4.91%      1.161
NeutralProcessing            3      DestructiveRotation                44      2.51%      0.933        5      3.60%      1.147        4      3.60%      0.878       3      3.24%      0.986
NeutralProcessing            3      ExhaustionPersistence              77      4.39%      0.821        5      3.60%      0.548        5      4.50%      0.810       3      4.16%      0.726
NeutralProcessing            3      MixedStructure                    213     12.14%      1.168       18     12.95%      1.119       14     12.61%      1.145       3     12.57%      1.144
NeutralProcessing            3      NeutralProcessing                 878     50.06%      1.039       65     46.76%      0.981       52     46.85%      0.925       3     47.89%      0.982
NeutralProcessing            3      ReassertionProcessing             134      7.64%      1.339       15     10.79%      1.397       17     15.32%      1.647       3     11.25%      1.461
NeutralProcessing            3      RecoveryResolution                 66      3.76%      0.782        7      5.04%      0.843        3      2.70%      0.765       3      3.83%      0.797
NeutralProcessing            4      CompressionProcessing             202     15.40%      0.836       12     11.32%      0.867        8      9.76%      0.916       3     12.16%      0.873
NeutralProcessing            4      DecayToNeutral                     46      3.51%      0.832        7      6.60%      1.718        3      3.66%      0.819       3      4.59%      1.123
NeutralProcessing            4      DestructiveRotation                40      3.05%      1.134        4      3.77%      1.204        2      2.44%      0.594       3      3.09%      0.977
NeutralProcessing            4      ExhaustionPersistence              62      4.73%      0.884        4      3.77%      0.574        7      8.54%      1.536       3      5.68%      0.998
NeutralProcessing            4      MixedStructure                    136     10.37%      0.997       12     11.32%      0.978       11     13.41%      1.218       3     11.70%      1.064
NeutralProcessing            4      NeutralProcessing                 690     52.59%      1.091       44     41.51%      0.871       40     48.78%      0.963       3     47.63%      0.975
NeutralProcessing            4      ReassertionProcessing             104      7.93%      1.390       18     16.98%      2.198       10     12.20%      1.311       3     12.37%      1.633
NeutralProcessing            4      RecoveryResolution                 27      2.06%      0.428        5      4.72%      0.790        1      1.22%      0.345       3      2.66%      0.521
NeutralProcessing            5      CompressionProcessing             176     14.77%      0.802        9      9.47%      0.725        5      6.33%      0.594       3     10.19%      0.707
NeutralProcessing            5      ConstructiveEmergence               3      0.25%      1.069        0      0.00%        N/A        1      1.27%      1.741       2      0.76%      1.405
NeutralProcessing            5      DecayToNeutral                     49      4.11%      0.975        4      4.21%      1.095        5      6.33%      1.417       3      4.88%      1.162
NeutralProcessing            5      DestructiveRotation                31      2.60%      0.967        2      2.11%      0.671        5      6.33%      1.542       3      3.68%      1.060
NeutralProcessing            5      ExhaustionPersistence              62      5.20%      0.973        4      4.21%      0.641        3      3.80%      0.683       3      4.40%      0.766
NeutralProcessing            5      MixedStructure                    134     11.24%      1.081       11     11.58%      1.001        7      8.86%      0.805       3     10.56%      0.962
NeutralProcessing            5      NeutralProcessing                 612     51.34%      1.065       49     51.58%      1.082       41     51.90%      1.025       3     51.61%      1.057
NeutralProcessing            5      ReassertionProcessing              81      6.80%      1.191       13     13.68%      1.771        7      8.86%      0.953       3      9.78%      1.305
NeutralProcessing            5      RecoveryResolution                 44      3.69%      0.767        3      3.16%      0.529        5      6.33%      1.792       3      4.39%      1.029
NeutralProcessing            6-10   CompressionProcessing             407     14.11%      0.767       18      8.65%      0.662       28     14.74%      1.384       3     12.50%      0.938
NeutralProcessing            6-10   ConstructiveEmergence               5      0.17%      0.736        2      0.96%      2.147        1      0.53%      0.724       3      0.55%      1.202
NeutralProcessing            6-10   DecayToNeutral                    111      3.85%      0.913       13      6.25%      1.626        4      2.11%      0.471       3      4.07%      1.003
NeutralProcessing            6-10   DestructiveRotation                90      3.12%      1.161       12      5.77%      1.840       11      5.79%      1.411       3      4.89%      1.470
NeutralProcessing            6-10   ExhaustionPersistence             132      4.58%      0.856       10      4.81%      0.732       19     10.00%      1.799       3      6.46%      1.129
NeutralProcessing            6-10   MixedStructure                    316     10.96%      1.053       30     14.42%      1.246       18      9.47%      0.860       3     11.62%      1.053
NeutralProcessing            6-10   NeutralProcessing                1485     51.49%      1.068       96     46.15%      0.968       81     42.63%      0.842       3     46.76%      0.959
NeutralProcessing            6-10   ReassertionProcessing             205      7.11%      1.246       18      8.65%      1.120       22     11.58%      1.245       3      9.11%      1.204
NeutralProcessing            6-10   RecoveryResolution                133      4.61%      0.959        9      4.33%      0.724        6      3.16%      0.894       3      4.03%      0.859
ReassertionProcessing        1      CompressionProcessing             255     14.50%      0.788       16      9.20%      0.704        9      6.12%      0.575       3      9.94%      0.689
ReassertionProcessing        1      ConstructiveEmergence               5      0.28%      1.207        2      1.15%      2.566        0      0.00%        N/A       2      0.72%      1.887
ReassertionProcessing        1      DecayToNeutral                     75      4.26%      1.012        9      5.17%      1.345        6      4.08%      0.914       3      4.51%      1.090
ReassertionProcessing        1      DestructiveRotation                34      1.93%      0.719        8      4.60%      1.466        6      4.08%      0.995       3      3.54%      1.060
ReassertionProcessing        1      ExhaustionPersistence              76      4.32%      0.809        6      3.45%      0.525       13      8.84%      1.591       3      5.54%      0.975
ReassertionProcessing        1      MixedStructure                    201     11.43%      1.099       21     12.07%      1.043       12      8.16%      0.741       3     10.55%      0.961
ReassertionProcessing        1      NeutralProcessing                 936     53.21%      1.104       94     54.02%      1.133       80     54.42%      1.074       3     53.89%      1.104
ReassertionProcessing        1      ReassertionProcessing             118      6.71%      1.176       11      6.32%      0.818       18     12.24%      1.317       3      8.43%      1.104
ReassertionProcessing        1      RecoveryResolution                 59      3.35%      0.697        7      4.02%      0.674        3      2.04%      0.578       3      3.14%      0.650
ReassertionProcessing        2      CompressionProcessing              33     13.92%      0.756        3      9.38%      0.718        2      6.45%      0.606       3      9.92%      0.693
ReassertionProcessing        2      DecayToNeutral                     13      5.49%      1.301        1      3.12%      0.813        2      6.45%      1.444       3      5.02%      1.186
