Threshold,Mode,RegimeWeek,Count,MeanSignedReturn,MedianSignedReturn,TStat,PositiveRowFraction
0.6,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.6,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.6,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
0.62,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.62,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.62,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.62,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.62,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.62,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.62,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
0.64,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.64,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.64,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.64,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.64,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.64,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.64,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
0.66,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.66,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.66,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.66,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.66,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.66,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.66,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
0.68,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.68,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.68,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.68,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.68,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.68,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.68,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
0.7,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.7,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.7,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.7,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.7,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.7,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.7,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
0.72,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.72,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.72,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.72,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.72,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.72,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.72,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
0.74,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.74,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.74,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.74,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.74,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.74,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.74,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
0.76,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.76,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.76,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.76,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.76,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.76,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.76,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
0.78,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.78,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.78,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.78,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.78,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.78,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.78,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
0.8,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.8,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.8,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.8,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.8,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.8,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.8,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
0.82,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.82,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.82,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.82,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.82,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.82,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.82,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
0.84,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.84,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.84,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.84,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.84,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.84,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.84,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
0.86,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.86,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.86,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.86,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.86,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.86,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.86,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
0.88,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.88,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.88,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.88,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.88,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.88,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.88,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
0.9,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.9,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.9,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.9,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.9,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.9,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.9,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
0.92,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.92,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.92,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.92,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.92,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.92,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.92,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
0.94,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.94,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.94,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.94,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.94,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.94,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.94,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
0.96,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.96,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.96,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.96,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.96,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.96,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.96,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
0.98,le,2026-W15,305,1.3336065573770493,-1.5,1.0548838139469017,0.4262295081967213
0.98,le,2026-W16,260,2.2875,0.5,3.3161356001439377,0.5307692307692308
0.98,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
0.98,le,2026-W18,290,-0.1396551724137931,0.5,-0.24029877071048314,0.5137931034482759
0.98,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
0.98,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
0.98,le,2026-W21,289,-0.2430795847750865,0.25,-0.3327770229326375,0.5086505190311419
1.0,le,2026-W15,306,1.3308823529411764,-1.5,1.0561837451756233,0.42810457516339867
1.0,le,2026-W16,261,2.314176245210728,0.5,3.365200711836012,0.5325670498084292
1.0,le,2026-W17,299,-0.03511705685618729,-0.5,-0.059417580327810096,0.46153846153846156
1.0,le,2026-W18,291,-0.14604810996563575,0.5,-0.2521515154508209,0.5120274914089347
1.0,le,2026-W19,281,-1.019572953736655,-0.25,-1.3112742337992123,0.4804270462633452
1.0,le,2026-W20,311,0.817524115755627,0.0,1.2049629127421666,0.49517684887459806
1.0,le,2026-W21,290,-0.18448275862068966,0.375,-0.2526159966014567,0.5103448275862069
